DATE,SRAD,TMAX,TMIN,RAIN,VAPO,WIND,q,TAVG,RH,lcl,tendt,tendq,bowen,R2,R1
1971001,4.0,9.7,4.3,23.4,8.2,2.4,0.05033703429558351,2.6999999999999997,11.553807166572897,-5638.443932385378,,,,0.6905209242215824,7.12682052870029
1971002,3.2,8.4,3.0,2.0,8.8,2.4,0.054020231926967685,2.7,12.447484339083118,-5879.721647861725,5.155341174532555e-21,9.658610288675089e-05,5.3375599806291946e-17,0.687850945841633,8.381829406243575
1971003,4.2,11.0,3.2,9.3,7.1,6.0,0.043584505304712556,3.9,9.120003639790804,-4997.481734479499,1.3930555555555551e-05,-0.0002736606248457935,-0.05090449370787396,0.5859438282853334,5.614128138014698
1971004,3.8,8.6,3.0,17.1,7.2,1.9,0.04419837157660992,2.8,10.007858294584514,-5199.745148991138,-1.2769675925925925e-05,1.6097683814458513e-05,-0.7932616936143658,0.6785928932556132,6.6956829564226075
1971005,3.3,6.1,3.6,1.0,7.8,0.8,0.04788156920799408,1.2499999999999998,12.166470466425947,-5683.149496179874,-1.7993634259259258e-05,9.658610288675055e-05,-0.18629630683367784,0.8399568939760178,8.645941771982569
1971006,3.3,7.0,2.0,2.3,7.5,0.8,0.046039970392301996,2.5,10.671553078108717,-5373.627137857265,1.4510995370370372e-05,-4.8293051443375364e-05,-0.30047791424786696,0.7048140041157019,7.794219162827755
1971007,3.3,2.2,-0.2,0.0,5.0,1.9,0.030693313594867995,1.2000000000000002,7.688474014904382,-4346.797801308123,-1.509143518518518e-05,-0.0004024420953614607,0.03749964369813385,0.8413541383643779,7.157480492756838
1971008,3.3,0.8,-1.0,0.0,5.1,1.9,0.03130717986676535,0.9,8.019558111021118,-4443.825260790095,-3.4826388888888903e-06,1.609768381445833e-05,-0.21634409825846596,0.877455302527204,8.07755798470369
1971009,3.4,1.4,-1.4,0.0,4.4,8.6,0.027010115963483843,1.4,6.6435133359060075,-3971.941626912109,5.804398148148146e-06,-0.00011268378670120869,-0.05151049958534883,0.816120245490798,6.6435133359060075
1971010,3.4,-0.2,-3.5,0.9,4.3,4.4,0.02639624969158648,1.65,6.372441572443217,-3876.6443639074687,2.9021990740740736e-06,-1.6097683814458513e-05,-0.1802867485487195,0.7841442975540933,7.2822304294972025
1971011,3.4,-0.4,-3.6,0.0,4.2,0.8,0.02578238341968912,1.6,6.2427869996684695,-3821.7175821000083,-5.804398148148128e-07,-1.6097683814458422e-05,0.036057349709743974,0.7897127331469602,7.212747952442006
1971012,3.5,1.5,-1.2,0.0,5.2,1.2,0.031921046138662715,1.35,7.919806912412003,-4435.419071097866,-2.9021990740740736e-06,0.00016097683814458416,-0.01802867485487206,0.8222629677058115,7.835056651637043
1971013,3.5,0.7,-1.7,3.9,5.3,0.8,0.03253491241056007,1.2,8.16529581117578,-4510.160453208962,-1.7413194444444458e-06,1.609768381445833e-05,-0.10817204912923302,0.8395561875858774,8.464618052957984
1971014,3.5,2.4,-2.7,0.5,5.5,0.5,0.0337626449543548,2.55,7.698756402902623,-4426.224787300636,1.5671874999999996e-05,3.219536762891703e-05,0.4867742210815426,0.6903286943828116,7.781319093343006
1971015,3.8,3.8,0.0,0.0,5.7,0.8,0.034990377498149525,1.9,8.370358242024592,-4620.345084808456,-7.54571759259259e-06,3.219536762891703e-05,-0.2343727731133353,0.762222800541957,7.315457669365861
1971016,3.6,1.9,-0.2,0.0,5.2,1.9,0.031921046138662715,1.05,8.093543168258112,-4477.363153785599,-9.867476851851849e-06,-8.048841907229239e-05,0.12259498901312951,0.8595600689186353,7.615039959378035
1971017,3.6,0.6,-2.0,0.0,4.8,1.9,0.02946558105107328,1.3,7.318490204820654,-4220.401676564793,2.9021990740740736e-06,-6.43907352578336e-05,-0.04507168713718019,0.8271506608501021,7.69681660603211
1971018,3.6,-0.2,-2.0,0.0,4.9,1.9,0.03007944732297064,0.9,7.695312507529174,-4332.665174843505,-4.643518518518518e-06,1.6097683814458422e-05,-0.28845879767795285,0.8765074049920031,8.332855660086901
1971019,3.7,0.3,-2.0,0.0,5.3,0.8,0.03253491241056007,1.15,8.194885819386366,-4517.16270379275,2.9021990740740724e-06,6.439073525783351e-05,0.04507168713718024,0.8452873621519917,8.713090236193565
1971020,3.7,1.4,-2.0,0.0,5.7,0.8,0.034990377498149525,1.7,8.49176361012632,-4648.51815413833,6.384837962962963e-06,6.439073525783405e-05,0.09915771170179573,0.7808688554857875,8.676274270873463
1971021,4.5,7.1,0.0,0.0,7.0,0.8,0.0429706390328152,3.55,9.211734906467154,-5003.380262039846,2.1476273148148142e-05,0.0002092698895879594,0.10262476455850247,0.6061507894387119,7.197702283542873
1971022,3.8,13.5,2.6,0.0,8.9,2.9,0.05463409819886504,5.45,10.369264928781622,-5513.799201940046,2.2056712962962963e-05,0.0003058559924747101,0.0721146994194882,0.4763938027044971,6.034458734231971
1971023,3.8,8.0,4.5,8.4,8.8,0.5,0.054020231926967685,1.75,13.325734227964656,-6019.78491305055,-4.295254629629629e-05,-1.609768381445833e-05,2.668243878521079,0.7854938942168106,8.61681134396586
1971024,4.0,6.8,1.6,3.3,8.6,0.8,0.05279249938317296,2.5999999999999996,12.236037377887039,-5814.968937568079,9.867476851851847e-06,-3.219536762891703e-05,-0.30648747253282305,0.6944055624275547,9.124998634807433
1971025,9.1,14.4,3.4,0.0,9.3,0.8,0.05708956328645448,5.5,10.825541971869075,-5659.469694346089,3.366550925925926e-05,0.00011268378670120906,0.29876089759502233,0.4755488425711177,5.963124430965476
1971026,4.6,11.0,6.2,0.3,8.7,1.2,0.053406365655070315,2.4,12.56503366046856,-5884.268152489139,-3.5987268518518516e-05,-9.658610288675073e-05,0.37259261366735497,0.7225343488670886,6.956283766852113
1971027,10.9,14.0,1.7,0.2,6.7,2.9,0.041129040217123124,6.15,7.3288028097755955,-4496.997779541075,4.353298611111111e-05,-0.0003219536762891683,-0.13521506141154047,0.4324922497087312,4.333625778888047
1971028,7.8,12.4,5.6,9.6,7.5,5.0,0.046039970392301996,3.4000000000000004,10.007619056049673,-5243.47850203993,-3.1924189814814814e-05,0.0001287814705156672,-0.24789427925449106,0.6319234403121603,5.421924919946359
1971029,11.0,13.7,5.2,0.0,5.9,1.9,0.036218110041944244,4.25,7.336678308681479,-4389.273756124212,9.867476851851847e-06,-0.0002575629410313346,-0.038310934066603124,0.5645355064594352,3.875966614182957
1971030,6.8,10.0,2.2,0.0,7.6,1.2,0.04665383666419936,3.9,9.793687346874476,-5213.828221470199,-4.0630787037037044e-06,0.0002736606248457931,-0.014847143998129931,0.5834339196563868,6.444618995663542
1971031,6.1,10.2,2.6,0.0,7.4,1.9,0.04542610412040464,3.8,9.591445680881982,-5142.71821093941,-1.1608796296296306e-06,-3.2195367628916844e-05,0.036057349709744134,0.5923002777968027,6.184005775398773
1971032,4.6,13.0,2.0,0.0,8.2,2.4,0.05033703429558351,5.5,9.47723157699565,-5229.846253009887,1.9734953703703705e-05,0.0001287814705156672,0.15324373626641266,0.47160927878652176,5.718107506495526
