DATE,std_SRAD,std_TMAX,std_TMIN,std_RAIN,std_VAPO,std_WIND,std_q,std_TAVG,std_RH,std_dewpoint,std_lcl,std_tendt,std_tendq,std_bowen,std_R2,std_R1,SRAD,TMAX,TMIN,RAIN,VAPO,WIND,q,TAVG,RH,dewpoint,lcl,tendt,tendq,bowen,R2,R1,rolling_mean_SRAD,rolling_std_SRAD,rolling_mean_TMAX,rolling_std_TMAX,rolling_mean_TMIN,rolling_std_TMIN,rolling_mean_RAIN,rolling_std_RAIN,rolling_mean_VAPO,rolling_std_VAPO,rolling_mean_WIND,rolling_std_WIND,rolling_mean_q,rolling_std_q,rolling_mean_TAVG,rolling_std_TAVG,rolling_mean_RH,rolling_std_RH,rolling_mean_dewpoint,rolling_std_dewpoint,rolling_mean_lcl,rolling_std_lcl,rolling_mean_tendt,rolling_std_tendt,rolling_mean_tendq,rolling_std_tendq,rolling_mean_bowen,rolling_std_bowen,rolling_mean_R2,rolling_std_R2,rolling_mean_R1,rolling_std_R1
1,1.8539209768773175,5.6095044549304935,4.193027874772679,5.891881224856463,1.6125549086258533,2.3647045452248148,0.0009898930699879403,4.500305225919325,0.1069406872736938,4.071507630852353,228.5044027282234,2.56782355911698e-05,1.7311578678463923e-05,1.696055493754571,0.16425286147995635,0.1371040902889651,4.943333333333332,4.863333333333332,-2.8699999999999997,2.776666666666667,5.363333333333333,3.7300000000000013,0.003292369438276174,0.9966666666666665,0.7905442435478298,-2.3610814088449747,438.1591908087958,2.581956417624521e-06,4.3297218535439914e-06,1.4375702184843855,0.597881495336162,0.6131587080918909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.5157752843491272,4.812894557642886,4.437256064203456,3.0901400481598533,1.5908358245556498,1.8083967624873456,0.0009765604568207398,3.980455123287505,0.13080323931770937,4.668952525197818,315.0982289633203,3.5900625526665105e-05,2.3690686089915493e-05,1.6998221331100223,0.16619543020770944,0.14862670317167595,4.203333333333332,4.986666666666666,-3.02,1.5,5.26,3.326666666666668,0.003228936590180114,0.9833333333333333,0.7730969901179932,-2.735274441719226,479.6494051343797,-1.5478395061728298e-07,-1.6634273274940368e-06,0.9469703878152546,0.5903509640888028,0.5982311143992821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.775571787457154,5.813924031467746,4.440932903959625,3.2581921508643443,1.5880154607081995,2.0614162077584415,0.0009748291305803113,4.723475549250553,0.09840290449191288,4.690555772718996,215.27233225288046,3.7870352322087e-05,1.5624450102189374e-05,1.741361310763141,0.1640959975900269,0.13442146020502033,4.709999999999999,4.103333333333333,-3.086666666666666,1.5066666666666668,5.06,2.8766666666666674,0.0031061633358006415,0.5083333333333333,0.763095677555769,-3.280069597522988,494.78654085549243,-5.514178240740741e-06,-3.219536762891682e-06,1.4166826409075193,0.620521144801091,0.6033436779532597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.8989531296232003,5.39804136467225,4.964406644638747,2.2944811348452876,1.7109149263062355,2.4068413029261535,0.001050272967345155,4.681414709055471,0.10377798479329979,4.866129346878364,232.38741341964638,3.526610932086384e-05,1.866547967247538e-05,1.1215416610811695,0.1735021882548427,0.14004473301720682,4.886666666666666,4.366666666666666,-4.113333333333333,1.153333333333333,4.863333333333332,3.343333333333335,0.0029854363023274952,0.12666666666666654,0.7497897368901648,-3.895476599649005,525.8693429087433,-4.430690586419752e-06,-3.165877816843492e-06,1.3389340978579665,0.5674918226156918,0.567100803742471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.091911076987497,5.162714469119435,5.619154433873849,4.1424200267670725,1.7347562682823279,1.9200814158983364,0.001064908363061049,5.017389587809788,0.12161215846042814,5.481138581264798,264.168779016024,3.339618850434817e-05,1.9448531659405178e-05,1.8017803995333461,0.16525137338636903,0.13912494415179957,5.033333333333333,3.7499999999999996,-4.94,1.6033333333333333,4.86,3.0466666666666677,0.0029833900814211704,-0.595,0.7824392761483295,-4.048717298348229,463.658430759359,-8.377681327160492e-06,-5.365894604819314e-08,0.37121063560811524,0.5519918605076755,0.5825065806308751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2.0233692170500537,5.179956951847043,6.303055270829094,2.2605970119804004,1.868274143658277,1.6749129330605017,0.0011468704834497394,5.407083476712555,0.11861867341502977,6.163283720482924,279.8770191977773,3.027217141488237e-05,1.6767351127649394e-05,1.7304478752427588,0.16934186325407755,0.15353858373274837,4.966666666666667,3.6666666666666665,-5.566666666666665,0.9066666666666666,4.829999999999999,2.5533333333333337,0.0029649740932642487,-0.9500000000000001,0.7850031118728771,-4.342182613283111,456.90115822630446,-4.121122685185185e-06,-4.829305144337551e-07,0.5882190037289371,0.5302775371418312,0.5768902504134937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.2381771113138464,6.086598242115175,6.278433255035132,2.7007129752553567,1.5561852857799938,1.6294029651956894,0.0009552896597632926,5.725561760322246,0.10770235011358419,5.2618032436111415,223.02116245658678,3.544238971740219e-05,1.4348056049327974e-05,1.9585851608946825,0.18797677898940598,0.1504162765981282,5.223333333333334,2.5433333333333334,-5.670000000000002,1.6166666666666665,4.703333333333332,2.756666666666666,0.002887217698823917,-1.5633333333333335,0.818016018740287,-4.398097382570606,394.6289691566109,-7.120061728395062e-06,-2.0390399498314004e-06,1.0485856907006188,0.5768574425419926,0.6216416438809811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1.878664235659163,5.49217206786063,5.485434213054344,2.949038417214482,1.62755016519611,2.032271250788538,0.0009990981522348685,5.196800795272715,0.09046981246949687,5.343137733815348,194.93636780291874,3.928630727688057e-05,1.7702321051672634e-05,1.8669666225343489,0.1555187782851572,0.12428858744714837,4.6400000000000015,1.5533333333333335,-5.336666666666667,1.22,4.606666666666667,2.776666666666667,0.002827877292540506,-1.891666666666667,0.8139323191387968,-4.721277158650456,394.0412848496615,-3.811554783950617e-06,-1.5561094353976458e-06,1.051387846421992,0.6207737308008101,0.6423026130949344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.002541488657127,4.8625900103952215,6.032635382249819,5.204159477001927,1.7672759738694155,1.6560616624646127,0.0010848711134929941,5.128432128044011,0.0998964379211731,5.659547235555523,228.74410758725602,2.5004478644330086e-05,1.2749836559965986e-05,1.8606099349297263,0.16970166591123684,0.13468348870973929,4.950000000000001,1.4933333333333334,-5.88,1.5500000000000003,4.446666666666667,2.876666666666668,0.0027296586890369276,-2.1933333333333342,0.7952555122112155,-5.3353649776609675,437.45779049898925,-3.501986882716048e-06,-2.575629410313351e-06,1.5580777549755127,0.601187610609068,0.6174669919902183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.9227046323989223,5.092794097952315,5.607183405875578,1.8449184637622973,1.7057071207007364,1.4795929853506506,0.0010470760711333413,4.865886412023265,0.07795332095444855,4.9020037118498,165.91607582925428,3.326256444207421e-05,1.5332043978469102e-05,1.5621577277743823,0.1869582392175395,0.1248404518662964,4.89,3.0,-4.853333333333334,0.88,4.756666666666665,2.6666666666666665,0.0029199572333251087,-0.9266666666666664,0.7875994586507614,-4.20752542358482,444.5471603591711,1.4704475308641975e-05,4.9902819824821154e-06,1.498701066466061,0.5918054451377869,0.6039715344981463,4.844666666666667,0.27685714103705167,3.432666666666667,1.2565539786394246,-4.533666666666667,1.1743802673519677,1.4713333333333336,0.5357772708417345,4.875,0.283284309484306,2.9953333333333343,0.3666033615385413,0.0029925980754996304,0.0001738986829501489,-0.5505000000000002,1.1620190628682199,0.7858772344874023,0.02089634062552691,-3.9325066901834385,0.9063790812116992,452.96992735575077,41.246719452407774,-1.974562845891869e-06,6.6551282244559645e-06,-5.43620632722745e-07,2.9306519937956426e-06,1.1256339342966362,0.40208293718596877,0.5849139053580912,0.028869974235701236,0.6026613918695554,0.022651486956076043
