DATE,SRAD,TMAX,TMIN,RAIN,VAPO,WIND,q,TAVG,RH,dewpoint,lcl,tendt,tendq,bowen,R2,R1
1971001,6.5,11.7,3.6,20.3,7.0,4.4,0.00429706390328152,7.6499999999999995,0.6645679069848734,1.799249116409637,729.6746652107472,,,,0.5754105101467388,0.5063648342719389
1971002,3.1,9.4,2.9,0.0,7.7,2.9,0.004726770293609672,6.15,0.811459412377299,3.1599625833257363,374.0590228540859,-1.741319444444443e-05,1.1268378670120896e-05,-1.5453149875604606,0.638389482697689,0.6502470384814485
1971003,6.2,13.5,3.3,1.0,7.8,5.0,0.004788156920799408,8.4,0.7036561433748991,3.321238147634754,634.889154695187,2.6119791666666665e-05,1.6097683814458424e-06,,0.5006127513921473,0.5013642914997412
1971004,5.2,8.8,1.6,1.6,6.3,1.2,0.0038673575129533674,5.2,0.7089139402831595,0.35102452514708654,603.8994735743448,-3.7148148148148145e-05,-2.4146525721687658e-05,1.5384469209490805,0.6059455946185884,0.553840867468329
1971005,3.2,7.5,1.4,0.4,7.5,3.7,0.0046039970392302,4.45,0.8903430683269871,2.8014245451265287,206.27146460085723,-8.70659722222222e-06,1.9317220577350132e-05,-0.45071687137180066,0.6524796098269486,0.7210765094916565
1971006,3.2,6.5,-2.9,0.1,6.1,6.0,0.003744584258573896,1.8,0.8739482183919699,-0.06988129217825442,233.08107461141074,-3.0763310185185185e-05,-2.2536757340241805e-05,1.3650282390117405,0.5104819242818435,0.6284539565124685
1971007,3.2,0.2,-3.6,0.6,4.4,3.7,0.002701011596348384,-1.7,0.8130003945945012,-4.480824355323964,371.83467844898155,-4.063078703703703e-05,-2.736606248457932e-05,1.4847143998129924,0.7560393002267378,0.70768521941469
1971008,3.2,1.7,-2.5,0.0,4.3,3.7,0.0026396249691586476,-0.4,0.7219741848207836,-4.7935861696262405,550.4392132249219,1.509143518518518e-05,-1.6097683814458538e-06,,0.7365288207559424,0.620426268473066
1971009,3.2,-1.6,-3.6,0.4,4.3,3.7,0.0026396249691586476,-2.6,0.8493777430848451,-4.781941550238592,311.80077414806374,-2.553935185185185e-05,0.0,,0.8621847174361619,0.788923152861858
1971010,3.3,-1.6,-5.0,6.4,3.9,2.4,0.002394078460399704,-3.3,0.8115319806972335,-6.068041748180204,394.23887050000417,-8.126157407407404e-06,-6.4390735257833576e-06,1.2620072398410453,0.77602890565011,0.7155405974331701
1971011,3.3,-0.5,-4.0,6.2,4.1,0.8,0.0025168517147791756,-2.25,0.7889551285054544,-5.414442295846794,427.28395681616877,1.2189236111111109e-05,3.219536762891673e-06,3.786021719523144,0.7720107548854616,0.6938595379306776
