DATE,SRAD,TMAX,TMIN,RAIN,VAPO,WIND,q,TAVG,RH,dewpoint,lcl,tendt,tendq,bowen,R2,R1
1971001,5.0,3.4,-4.2,1.3,4.0,6.0,0.00245546508758944,-0.40000000000000013,0.6714799059175732,-5.7499406834218405,667.7683602912214,,,,0.5749576876343011,0.5113633290344608
1971002,2.7,-4.2,-6.8,3.0,3.6,6.0,0.002209918578830496,-5.5,0.8844817595121478,-7.105140151407344,283.91152265408897,-5.9204861111111105e-05,-6.439073525783369e-06,,0.8207798395859011,0.8017453986196172
1971003,2.7,-4.0,-10.3,10.2,3.2,2.4,0.001964372070071552,-7.15,0.8921711971052437,-8.622100244144532,291.1185649580227,-1.915451388888889e-05,-6.439073525783369e-06,2.974731351053889,0.6154907051675438,0.7022043948420046
1971004,3.9,-8.0,-21.8,2.2,1.6,0.0,0.000982186035035776,-14.9,0.827434695118219,-17.177746973722385,487.5932609087009,-8.996817129629628e-05,-2.575629410313348e-05,3.493055753131459,0.3206980118275692,0.4766897227472671
1971005,2.7,-4.8,-17.0,0.0,3.4,1.9,0.002087145324451024,-10.9,1.2725816901226554,-7.828975278568926,-211.2503438182146,4.643518518518518e-05,2.8975830866025167e-05,1.6025488759886264,0.37874183117791416,0.7932066387125032
1971006,2.7,-3.6,-6.7,5.9,3.7,2.4,0.002271305206020232,-5.15,0.8851944342233027,-6.749356732675658,278.13086505327277,6.67505787037037e-05,4.829305144337527e-06,,0.7907344643141617,0.7877448344201916
1971007,2.8,0.3,-4.0,0.1,4.8,0.1,0.0029465581051073275,-1.85,0.897033763442434,-3.3157926393634956,211.98602770964106,3.8309027777777774e-05,1.7707452195904255e-05,2.163440982584648,0.7284341455876963,0.7666834801586242
1971008,2.8,0.2,-7.4,0.0,4.1,1.2,0.0025168517147791756,-3.6,0.8726747198919723,-5.407975046849609,280.86453411954784,-2.0315393518518516e-05,-1.1268378670120896e-05,1.802867485487205,0.5664728719560762,0.6597763845526912
1971009,2.8,-4.6,-11.7,0.0,3.3,0.0,0.0020257586972612877,-8.149999999999999,0.9943667953997796,-8.222700994939558,134.38067455047513,-5.2820023148148125e-05,-1.2878147051566739e-05,4.101523529483391,0.5759981453328524,0.7578164885788112
1971010,2.8,-3.0,-11.0,0.0,3.7,0.5,0.002271305206020232,-7.0,1.0200023564526202,-6.742265068553071,77.4678259514826,1.3350115740740723e-05,6.4390735257833804e-06,2.0732976083102796,0.5403251453625496,0.7536845432222065
1971011,2.9,2.6,-6.6,0.0,4.1,0.8,0.0025168517147791756,-1.9999999999999998,0.7744484553008145,-5.415704642670171,454.39297107394145,5.8043981481481476e-05,6.4390735257833576e-06,,0.5071421827845557,0.5550929018134821
1971012,6.2,1.6,-14.5,0.0,3.5,0.0,0.00214853195164076,-6.45,0.9247296820194433,-7.467610533244884,225.7024273771587,-5.165914351851851e-05,-9.658610288675042e-06,,0.2910699589419042,0.5094652517095227
1971013,4.2,-4.3,-16.0,0.0,2.9,0.0,0.001780212188502344,-10.15,1.0223049293623478,-9.87048712809847,119.16033217923952,-4.295254629629629e-05,-9.65861028867506e-06,4.447073130868437,0.3965001127060108,0.6512354895837699
