Date,Tavg,RH,Precipitation,SAvg,dewpoint,q,qsat,lcl,Tmin,Tmax,tendt,tendq,bowen,R2,R1
2016-01-01,-2.6812500000000004,0.76065,0.0,,-6.384781949716907,0.0023476256545852544,0.003087774220046683,499.42852599442557,-2.93,-2.43,,,,0.9635841371400111,0.7466168322219175
2016-01-02,-3.2329166666666667,0.8475083333333332,0.0,,-5.444074891038542,0.002515483643861015,0.00296789435512477,324.77521290981116,-4.43,-1.75,-0.006404185956790119,0.004401813490648581,-1.454897162361711,0.8191267325225889,0.7593424314216138
2016-01-03,-7.460833333333333,0.9683875,0.0,,-7.89359470261466,0.0020990086278148633,0.0021600951514888504,168.0399813130348,-9.78,-4.8,-0.049081023341049385,-0.010921406553597758,4.494020353530471,0.681080029857459,0.7903181578927612
2016-01-04,-8.215416666666664,0.8702375,0.0,,-10.046874064186177,0.001817971709899474,0.0020556340057963623,347.71983702543326,-11.3,-5.2,-0.008759804205246887,-0.00736975405214684,1.1886155417486584,0.6223028792962289,0.6904648796175882
2016-01-05,-3.5283333333333324,1.0,0.0,,-3.5283333333333338,0.002915794884144158,0.002915794884144158,56.61083153841625,-5.26,-1.23,0.054411395640432084,0.02878869739585707,1.89002631457241,0.7405084743360962,0.843585539150255
2016-01-06,0.6587500000000001,0.9916291666666667,0.3666666666666667,,0.5369326572832889,0.003949833654073622,0.003991392723192725,26.177828864811456,-3.38,4.45,0.04860699749228394,0.027116051055822193,1.7925544317725182,0.5678746491606449,0.7574042586272762
2016-01-07,0.11125000000000002,1.0,0.08333333333333333,,0.11124999999999978,0.003794926679425293,0.003794926679425293,3.2471277476614966,-2.22,0.82,-0.006355815972222224,-0.004062193368004547,1.5646266429075388,0.8010071430144794,0.9500547663469106
2016-01-08,0.5337500000000001,0.9910958333333334,0.03333333333333333,,0.40129999604956396,0.003918445685409063,0.003965528274010806,29.955220230405885,-3.18,4.95,0.004904716435185186,0.0032390929334775247,1.5142252895842139,0.5566244810675105,0.7244482354982819
2016-01-09,4.445833333333334,0.9931708333333336,0.041666666666666664,,4.344864272630512,0.0051652163793863845,0.005206147704290284,12.697321739950121,1.76,7.26,0.045414578510802474,0.03269461337034591,1.38905384799545,0.6805999121276155,0.8174223561214979
2016-01-10,7.0062500000000005,1.0,0.041666666666666664,,7.006250000000001,0.006192050848073369,0.006192050848073369,-1.2098507673918734e-12,5.12,8.98,0.029723355516975306,0.026927129512458837,1.103844191904031,0.7675269517423335,0.874353113248294
2016-01-11,10.70541666666667,0.8576958333333334,0.0,,8.264880722809044,0.006790535662713377,0.008130980697738854,307.9299977208902,5.57,16.13,0.04294287229938275,0.015694329131411337,2.736203117687583,0.49528384467514397,0.602211578080601
2016-01-12,7.711666666666666,0.9684208333333334,0.47500000000000003,,7.203179700121356,0.006281063619371347,0.006527513134609229,64.07290143401922,5.08,11.79,-0.03475383391203708,-0.013360108286577015,2.601313789271789,0.6344834272588596,0.736602768208771
2016-01-13,3.932916666666667,0.9994791666666666,0.10000000000000002,,3.9253379618923496,0.005013037578526748,0.005016098484815296,0.9534986153326956,1.78,6.91,-0.043866739004629625,-0.033252001630460784,1.31922100486261,0.6981175864726565,0.8128102705346522
2016-01-14,3.6424999999999996,0.9432541666666667,0.008333333333333333,,2.711224179074918,0.00461038128089188,0.004983885940135228,117.40529461547483,-0.44,9.5,-0.0033713879243827227,-0.01055903225500935,0.3192894806039909,0.4988323620951962,0.630344409248039
2016-01-15,3.294583333333334,0.9956833333333334,0.6166666666666666,,3.2318715651944303,0.004750010565541065,0.004771774645354389,7.85831191133012,0.97,4.21,-0.00403889371141974,0.00366155981916761,-1.1030527728310908,0.7943721456494248,0.9335562253452401
2016-01-16,1.2704166666666667,0.9514999999999999,0.0,,0.5496716506640212,0.00392081807823654,0.0041338228763897235,90.6586635930638,-0.4,3.33,-0.02349813850308643,-0.021744277366299757,1.0806585156747899,0.7653197152693086,0.821690693900455
2016-01-17,-2.4054166666666665,0.8685083333333333,0.0,,-4.348229691779867,0.0027484609580512086,0.0031598412342122525,278.87299546431314,-3.78,-0.23,-0.04267200038580247,-0.03074323366886003,1.3880127525109742,0.769571481561286,0.7403984938224499
2016-01-18,-3.0133333333333336,0.8369125000000001,0.0,,-5.5411627126110075,0.0024974114069902624,0.003025496410667718,360.24107715849453,-4.73,-0.66,-0.007057180748456795,-0.006583382211649781,1.071968863659259,0.7393262410593432,0.703688676468521
2016-01-19,-3.109166666666667,0.7546708333333333,0.0,,-7.084011273799281,0.00221883635140965,0.0030232873764566627,540.007776328901,-6.6,0.93,-0.001112509645061727,-0.007305195559077212,0.15229019347460954,0.5714867647122936,0.5614435060348719
2016-01-20,-4.727916666666666,0.9308,0.0,,-5.801713781158792,0.00248959168287843,0.0027505447791118082,208.80936374990142,-10.14,1.69,-0.01879173900462962,0.007100135512563326,-2.6466732883307094,0.41082314830821015,0.5807782220308335
2016-01-21,-1.8354166666666665,0.9051541666666666,0.0,,-3.267336631100561,0.002979475525412627,0.003335194090188298,213.992757938523,-5.1,3.04,0.03357844328703704,0.012846438326955366,2.6138329109150993,0.5510717575307116,0.6365231717094871
2016-01-22,-3.9675000000000007,0.8931750000000002,0.0,,-5.6288692349350065,0.002477475891727815,0.002844011175535918,269.31337588249613,-6.82,0.82,-0.024750921103395072,-0.013164156018956564,1.8801753084476824,0.5663908041732967,0.6281633361183832
2016-01-23,-4.482499999999999,0.9079875000000001,0.0,,-5.974271645247003,0.0024249362766498687,0.0027585401659907093,255.76464550292303,-8.6,0.75,-0.0059785300925925735,-0.001377769312270584,4.339282374303917,0.4959996653502243,0.617446254517864
2016-01-24,-2.908333333333333,0.9995041666666666,0.0,,-2.9149493348754123,0.003039582826697317,0.003040931906428061,47.99801784341531,-4.37,-1.49,0.018274180169753077,0.016118145389759878,1.1337644454654792,0.8072501587769751,0.9000497104718124
2016-01-25,0.004166666666666652,0.9983916666666666,0.08333333333333333,,-0.01891117893651903,0.0037988238128527224,0.0038067765271756863,19.47391561630818,-2.65,4.26,0.03381061921296296,0.019909908547884644,1.698180538180082,0.6076010951989753,0.7370302887580337
2016-01-26,3.0408333333333335,1.0,0.025000000000000005,,3.040833333333334,0.004686135025272141,0.004686135025272141,-6.542127734097788e-13,1.57,4.46,0.03525204475308642,0.023268350121929855,1.5150212442377782,0.8149517579182521,0.9049418641698573
2016-01-27,4.622083333333334,0.9989791666666666,0.008333333333333333,,4.6064172719525835,0.005442779572449955,0.005451891615572263,3.1868041306436012,-0.53,12.78,0.018356409143518528,0.01984182099263319,0.9251373223422305,0.3986386020338584,0.5752125115579156
2016-01-28,5.677500000000001,0.9960333333333334,0.008333333333333333,,5.615377093353047,0.005814061011361796,0.0058494331752797675,9.858627718382666,-0.81,12.77,0.012252117091049387,0.009736275608214735,1.2583987536992045,0.39083262497981663,0.6176304913626525
2016-01-29,5.899583333333335,1.0,0.016666666666666666,,5.899583333333336,0.0058060798763450465,0.0058060798763450465,-1.6041540529504873e-12,2.67,10.22,0.0025781201774691415,-0.0002092927952907868,-12.31824618657875,0.5944569807993949,0.7454462717030882
2016-01-30,4.8758333333333335,1.0,0.008333333333333333,,4.875833333333334,0.005528261617760617,0.005528261617760617,2.3420724069640717,-0.85,10.83,-0.01188450520833335,-0.007285349740347613,1.631288219769981,0.4429359648709006,0.6666068574999261
2016-01-31,6.427500000000001,1.0,0.10000000000000002,,6.427500000000001,0.005956561253734908,0.005956561253734908,-2.139921795847012e-12,3.93,9.48,0.01801298225308643,0.011231488735244561,1.6037929323261886,0.6828391377512512,0.8124295745978637
