Date,Tavg,RH,SAvg,dewpoint,q,qsat,lcl,Tmin,Tmax,Precipitation,tendt,tendq,bowen,R2,R1
2012-04-22,18.387500000000003,0.52095,,8.144629235942588,0.006914138143451667,0.010629944048372387,1284.7064338265998,15.15,20.88,0.0,,,,0.6973022286760144,0.4461979397852909
2012-04-23,,,,,,,,,,0.0,,,,,
2012-04-24,,,,,,,,,,0.0,,,,,
2012-04-25,,,,,,,,,,0.0,,,,,
2012-04-26,,,,,,,,,,0.0,,,,,
2012-04-27,,,,,,,,,,0.0,,,,,
2012-04-28,,,,,,,,,,0.0,,,,,
2012-04-29,,,,,,,,,,0.0,,,,,
2012-04-30,,,,,,,,,,0.0,,,,,
2012-05-01,,,,,,,,,,0.0,,,,,
2012-05-02,,,,,,,,,,0.0,,,,,
2012-05-03,,,,,,,,,,0.0,,,,,
2012-05-04,,,,,,,,,,0.0,,,,,
2012-05-05,,,,,,,,,,0.0,,,,,
2012-05-06,,,,,,,,,,0.0,,,,,
2012-05-07,,,,,,,,,,0.0,,,,,
2012-05-08,,,,,,,,,,0.0,,,,,
2012-05-09,,,,,,,,,,0.0,,,,,
2012-05-10,,,,,,,,,,0.0,,,,,
2012-05-11,,,,,,,,,,0.0,,,,,
2012-05-12,,,,,,,,,,0.0,,,,,
2012-05-13,,,,,,,,,,0.0,,,,,
2012-05-14,,,,,,,,,,0.0,,,,,
2012-05-15,,,,,,,,,,0.0,,,,,
2012-05-16,,,,,,,,,,0.0,,,,,
2012-05-17,,,,,,,,,,0.0,,,,,
2012-05-18,,,,,,,,,,0.0,,,,,
2012-05-19,,,,,,,,,,0.0,,,,,
2012-05-20,,,,,,,,,,0.0,,,,,
2012-05-21,,,,,,,,,,0.0,,,,,
2012-05-22,,,,,,,,,,0.0,,,,,
2012-05-23,,,,,,,,,,0.0,,,,,
2012-05-24,,,,,,,,,,0.0,,,,,
2012-05-25,,,,,,,,,,0.0,,,,,
2012-05-26,,,,,,,,,,0.0,,,,,
2012-05-27,,,,,,,,,,0.0,,,,,
2012-05-28,,,,,,,,,,0.0,,,,,
2012-05-29,,,,,,,,,,0.0,,,,,
2012-05-30,,,,,,,,,,0.0,,,,,
2012-05-31,,,,,,,,,,0.0,,,,,
2012-06-01,,,,,,,,,,0.0,,,,,
2012-06-02,,,,,,,,,,0.0,,,,,
2012-06-03,,,,,,,,,,0.0,,,,,
2012-06-04,,,,,,,,,,0.0,,,,,
2012-06-05,,,,,,,,,,0.0,,,,,
2012-06-06,,,,,,,,,,0.0,,,,,
2012-06-07,,,,,,,,,,0.0,,,,,
2012-06-08,,,,,,,,,,0.0,,,,,
2012-06-09,,,,,,,,,,0.0,,,,,
2012-06-10,,,,,,,,,,0.0,,,,,
2012-06-11,,,,,,,,,,0.0,,,,,
2012-06-12,,,,,,,,,,0.0,,,,,
2012-06-13,,,,,,,,,,0.0,,,,,
2012-06-14,,,,,,,,,,0.0,,,,,
2012-06-15,,,,,,,,,,0.0,,,,,
2012-06-16,,,,,,,,,,0.0,,,,,
