Date,Tavg,RH,SAvg,dewpoint,q,qsat,lcl,Tmin,Tmax,Precipitation,tendt,tendq,bowen,R2,R1
2017-07-08,26.198333333333334,0.7152083333333334,25.708333333333332,20.00825153200096,0.01470404250683644,0.02207438479005432,794.6958174729244,16.17,33.46,0.0,,,,0.3554368987422831,0.4707300608070269
2017-07-09,27.891249999999996,0.6837874999999999,26.20833333333334,20.205842087145,0.014925313924312051,0.024876026302569406,983.7019552555649,19.51,36.1,0.0,0.019652724729938214,0.005802497186708111,3.3869425693056914,0.3788284047814943,0.4293147054368961
2017-07-10,28.20625,0.6913208333333333,26.591666666666658,20.734960318046596,0.015502448556559571,0.025900600424209982,959.5933639480522,17.22,38.67,0.0,0.003656770833333389,0.015134453957828324,0.24161894730545716,0.2852126873465772,0.38427881965451177
2017-07-11,29.165000000000003,0.6264791666666668,27.308333333333337,19.737962694950074,0.014578036402870647,0.026885353610456877,1203.992031831651,17.98,37.0,0.0,0.011129933449074097,-0.02424126433650189,-0.4591317224454716,0.3276628766644388,0.40316475047022
2017-07-12,24.907083333333336,0.7885,27.191666666666666,20.36121236832309,0.014954564254052559,0.020188976438668366,583.2173027431386,18.45,31.45,0.2,-0.049429287229938265,0.009873854572478148,-5.006078109324681,0.4599595502903282,0.5384332022206433
2017-07-13,22.444999999999993,0.7246958333333334,26.058333333333337,16.448619305090755,0.011907407201726963,0.01726940966490434,760.7676628746766,14.52,27.58,3.1999999999999997,-0.028581823881172953,-0.07990693251434448,0.3576889136126217,0.44780713951687906,0.533406049132001
2017-07-14,20.169583333333335,0.6090666666666666,24.212500000000002,11.232215343384448,0.008343666089853643,0.01549701303965091,1126.2538100604406,10.31,27.59,0.0,-0.026414848572530764,-0.09345354231339052,0.28265219186609586,0.33939853170034395,0.38965204131197456
2017-07-15,19.929583333333337,0.7010208333333333,23.745833333333334,13.57628989273867,0.009686806485865352,0.014958818119561908,804.7803306505363,12.77,26.66,0.0,-0.002786111111111093,0.035221758228538305,-0.07910198840822366,0.4218038294698432,0.46667528095431204
2017-07-16,19.462500000000002,0.6655000000000001,23.120833333333337,11.839287848553704,0.008685314797780569,0.014621507155516807,960.2534558249257,12.35,26.14,0.0,-0.005422275270061746,-0.026262554689260822,0.2064641210353767,0.4231356109930252,0.44378354142068777
2017-07-17,20.766250000000003,0.6246458333333335,23.204166666666666,12.163746026007388,0.008874913588997406,0.016223328030756958,1086.3655075161978,9.48,29.04,0.0,0.015134968171296306,0.004971932051550294,3.044081860808433,0.2950410079606574,0.38104324898078074
2017-07-18,22.397499999999997,0.6131333333333333,23.820833333333336,12.292697655488652,0.00899734806321699,0.018461104597925593,1271.3725958657858,11.09,32.02,0.0,0.018936848958333266,0.0032106527825425998,5.898130455370102,0.2769722004306696,0.34843176577217866
2017-07-19,24.207499999999996,0.6389125000000001,24.575000000000003,14.980844213944087,0.010797101696328743,0.02127765499682401,1170.961675852684,10.6,34.95,0.0,0.021011921296296282,0.047195726913303995,0.4452081294328626,0.22746636333240178,0.3436790981438018
2017-07-20,25.837500000000002,0.6680833333333335,25.420833333333334,17.639875608861455,0.012737597172126065,0.02286753602036085,1045.989167364646,14.25,36.26,0.0,0.018922337962963037,0.05088646182860383,0.3718540704735455,0.2689251647524818,0.3684352269154043
2017-07-21,26.355833333333337,0.7064625000000001,26.05416666666667,19.758526407484663,0.014548152054673772,0.02279018981000919,847.1968915462102,16.5,34.18,0.0,0.006017226080246927,0.047478972802809646,0.12673454636935297,0.3486598814263282,0.45079410129096686
2017-07-22,27.527083333333337,0.6983750000000001,26.3625,20.36108054268782,0.015136867241392613,0.024804088011228086,920.3036881224516,16.65,37.49,0.0,0.013596802662037043,0.015438135904222335,0.880728265795245,0.2932751625116803,0.3977695379011949
2017-07-23,28.053333333333338,0.6642083333333334,26.99166666666667,20.449574415286737,0.015136642483212476,0.024613359067423055,975.496370242099,20.13,35.44,0.0,0.0061091290509259375,-5.893932089430748e-06,,0.4082858780823674,0.4365979130648509
2017-07-24,27.650000000000002,0.7330208333333333,27.025000000000006,21.391522029643898,0.016058057667294248,0.024129686645055545,802.7754287597467,20.63,35.73,2.2,-0.004682214506172871,0.024162673491319356,-0.19377882616569708,0.41440469403880287,0.46312747575478863
2017-07-25,19.55458333333333,0.8759958333333334,24.820833333333336,17.047882043914985,0.01217463662879545,0.014306867661725632,318.71767697916306,12.59,24.32,2.4000000000000004,-0.09397804301697538,-0.10183664888925831,0.9228312600817341,0.4790910655442823,0.6547966939056907
2017-07-26,19.71083333333333,0.7631416666666667,23.037500000000005,14.44869155498205,0.010263292190350042,0.01506959618208977,667.4935111495581,12.43,28.34,0.0,0.0018138744212962963,-0.05012202142254578,-0.03618917134256647,0.3738331478300677,0.4542008074386574
2017-07-27,18.272083333333338,0.8962249999999999,22.5,16.406281242476155,0.011575200170970757,0.013117694625674428,238.32417405418326,14.87,22.83,0.0,-0.0167021556712962,0.03440273693555855,-0.48548915461528025,0.6079142104230674,0.6764772292855287
