Date,Tavg,RH,SAvg,dewpoint,q,qsat,lcl,Tmin,Tmax,Precipitation,tendt,tendq,bowen,R2,R1
2016-01-01,-1.78375,0.9033500000000001,0.7,-3.2207006487222842,0.002972952303215,0.0031131911921516184,207.19932621092576,-2.57,-1.12,0.0,,,,0.8986734332330603,0.8603714811240977
2016-01-02,-2.2820833333333335,0.9847,0.7666666666666669,-2.4928509506111243,0.0031362113636967046,0.002859343945522609,63.39361791213216,-3.71,-1.08,0.0,-0.005785050154320989,0.004281213768850698,-1.3512640262002147,0.8231089242270745,0.9013450957649978
2016-01-03,-6.157916666666666,0.9856458333333333,0.2416666666666666,-6.348976783164685,0.002356161474773593,0.0018960078070434227,119.83678635669327,-9.07,-3.99,0.0,-0.04499375964506172,-0.020455589509057157,2.199582643420751,0.6775443503382426,0.8364845143129983
2016-01-04,-7.687083333333334,0.9318249999999999,-0.2416666666666666,-8.625749326785757,0.002005086734417166,0.0016499872364107138,232.41615724058633,-10.83,-4.93,0.0,-0.017751784336419767,-0.009206386511565492,1.9282032439241115,0.6329703485061322,0.7546705140938382
2016-01-05,-3.2183333333333333,1.0,-0.19166666666666674,-3.2183333333333337,0.0029863329273751692,0.0025264738495769964,51.72513782243062,-5.35,-1.05,0.0,0.05187680844907407,0.025731648213147138,2.016070172394496,0.7258379169595154,0.8520185551635648
2016-01-06,-0.596666666666667,1.0,-0.04583333333333333,-0.5966666666666666,0.00361446499942935,0.0031178181717994046,14.872991323677956,-2.55,1.06,11.0,0.030434394290123453,0.016471782133258308,1.8476685791437906,0.7682878063120209,0.8869276652649354
2016-01-07,-0.1575,1.0,-0.004166666666666667,-0.15750000000000006,0.0037276228069719228,0.0029068454301887214,7.134094878160375,-3.49,0.86,4.4,0.005098196373456794,0.0029673866937296855,1.7180761726234306,0.7267822972179959,0.9290205554579553
2016-01-08,-0.96,1.0,0.10833333333333335,-0.9600000000000001,0.003556300952517481,0.002513068297578665,25.306503841460337,-5.42,1.76,0.2,-0.009316059027777778,-0.004492647942670145,2.0736232054365926,0.5891546471674616,0.8214035548470388
2016-01-09,3.8658333333333332,1.0,0.5416666666666666,3.8658333333333346,0.005012931915144664,0.004134254890110584,1.3679386593578828e-13,1.31,8.71,1.6,0.05602211612654322,0.038197871009018766,1.4666292818601339,0.5970976294390258,0.7159953441101856
2016-01-10,6.921250000000001,0.9990291666666667,2.733333333333333,6.907218794170066,0.006195512535003334,0.00481638910729468,1.7601766410377389,3.45,11.03,1.6,0.03546970968364198,0.031011328973575104,1.143766193118195,0.5951940505284655,0.7570501988469965
2016-01-11,7.69,0.5083,4.937500000000001,-1.8561474823392734,0.0032990191778804936,0.006469652910667231,1183.1614380556748,7.69,7.69,0.0,0.008924262152777777,-0.075956012519676,-0.11749250463175635,1.0,0.5083
2016-01-12,7.358260869565217,0.9846565217391305,6.05,7.107768969730027,0.006267561314798429,0.0054466780572797,31.31638833925017,5.2,10.84,11.6,-0.00385109198872787,0.07784537919358392,-0.04947104155213981,0.6813765073945908,0.7786004132914938
2016-01-13,2.8749999999999996,0.9893666666666666,3.7708333333333326,2.721917576998734,0.004612170518840942,0.003879660743720449,19.13412374318362,0.43,5.95,4.2,-0.05204526217793881,-0.04341003707586641,1.1989223157534024,0.6768371707126675,0.7977430807031453
2016-01-14,3.3266666666666658,0.8132625,3.1791666666666667,0.07649880346625267,0.004016900117490137,0.0038881050276669917,402.01153610658486,0.46,8.91,0.0,0.0052433063271604885,-0.015610036165422756,-0.33589328503765753,0.5540900099408691,0.5530562893771157
2016-01-15,4.258461538461538,0.7452076923076922,3.2384615384615385,-2.5415455499681823,0.0038201564963640986,0.004785803113038103,823.268415500819,3.36,5.55,22.2,0.010817016856600196,-0.005159294052122345,-2.0966079365355172,0.857902538413162,0.6810282692255204
2016-01-16,0.28,0.0279,2.0,-40.82070288678104,0.000107472305907702,0.0038376834560643787,4855.455911343129,0.28,0.28,0.0,-0.04618514957264957,-0.09735934182567142,0.4743782025082631,1.0,0.027900000000000005
2016-01-17,-1.7652941176470587,0.1156705882352941,1.323529411764706,-30.988423268329484,0.00037680553945123024,0.002979415523122311,3505.7103306071604,-3.16,0.13,0.0,-0.023743402777777776,0.007062843216501616,-3.361734368151303,0.785248921922153,0.10071357995248241
2016-01-18,-2.1726666666666663,0.20731999999999998,0.7599999999999998,-26.371245894590796,0.0006687354030514773,0.0027831038407612283,2920.6050780973933,-4.07,-1.06,0.0,-0.004729104938271602,0.007655404532504605,-0.6177472291884737,0.8000267866014003,0.19103139368094657
2016-01-19,-1.9414285714285715,0.4579285714285714,0.6785714285714286,-18.037843271245972,0.0015972158604622745,0.0025207208309894163,1947.4169542998823,-5.38,-0.03,0.0,0.0026843959435626052,0.024347949244883448,0.11025141857180075,0.6722987089879859,0.39816841180587104
2016-01-20,-0.9474999999999999,0.2826166666666667,0.05833333333333333,-23.687369886945163,0.0012644473400432305,0.001990169407590325,2736.1808773917423,-8.45,3.58,0.0,0.01153831431878307,-0.008726334497176275,-1.3222406638797441,0.4101395962932518,0.20418799295716764
2016-01-21,-1.9200000000000002,0.03758333333333334,0.06666666666666667,-40.34395498689055,0.00013302104805239476,0.002682242858908572,4566.458572347429,-4.56,1.64,0.0,-0.011289554398148152,-0.02966988665387843,0.38050547782164806,0.6341735324494503,0.029017873198006125
2016-01-22,-1.4,0.52528,-0.06000000000000001,-11.963541937722093,0.0018612960249952185,0.003069538781244641,1302.8529394024504,-2.76,0.24,0.0,0.006036574074074077,0.04532131084067408,0.13319504582061847,0.8025354545604532,0.4660773787360948
2016-01-23,-0.8591666666666667,0.5950500000000001,-0.3166666666666666,-12.554824280511085,0.002242556144652891,0.0022876279450645123,1414.8877289971588,-6.65,1.68,0.0,0.006278423996913579,0.009997950919085495,0.6279710760460365,0.5394557295180037,0.495219447017967
2016-01-24,,,,,,,,,,0.0,,,,,
2016-01-25,3.6814285714285715,0.5383571428571428,0.07142857142857142,-9.56486211076396,0.002777944572033388,0.004306985843666392,1594.257564906681,1.88,6.06,0.2,,,,0.7455032784559857,0.45605646589391285
2016-01-26,-0.17,0.5832999999999999,1.0,-7.368565066694654,0.002169830280685406,0.0037141643256009965,890.314157673775,-0.17,-0.17,0.2,-0.044710449735449735,-0.015946847112020598,2.8037172126487233,1.0,0.5832999999999999
2016-01-27,4.001333333333333,0.9192066666666666,2.42,2.4704051404835856,0.0048243485922442545,0.003633795190299432,188.39211583619297,-0.47,9.82,0.2,0.04842415895061728,0.06961059503576898,0.695643514119292,0.4871645265775549,0.6165869421784311
2016-01-28,7.782777777777778,0.5185277777777777,2.8000000000000003,-8.122772410405346,0.0028006541752313855,0.004092783563392223,1919.9527624273926,1.17,15.08,0.0,0.043898018261316875,-0.05306822406363591,-0.8271996856099286,0.3882945909492151,0.31982825083066463
2016-01-29,8.35,0.0273,2.9,-35.49228278237546,0.00018598817862354848,0.0067679044790328316,5193.780557097924,8.35,8.35,0.0,0.006584767232510286,-0.06856553034542083,-0.09603611609707402,1.0,0.0273
2016-01-30,,,,,,,,,,0.0,,,,,
2016-01-31,,,,,,,,,,0.0,,,,,
2016-02-01,,,,,,,,,,0.0,,,,,
2016-02-02,,,,,,,,,,0.0,,,,,
2016-02-03,,,,,,,,,,0.0,,,,,
2016-02-04,,,,,,,,,,0.0,,,,,
2016-02-05,2.56,0.0285,4.1,-39.04066142938295,0.0001294290017013031,0.004521420248252851,4919.64080217523,2.56,2.56,0.0,,,,1.0,0.0285
2016-02-06,,,,,,,,,,0.0,,,,,
2016-02-07,,,,,,,,,,0.0,,,,,
2016-02-08,,,,,,,,,,0.0,,,,,
2016-02-09,15.91,0.0412,7.75,-26.589063544342824,0.0004536856008010552,0.010337696216092788,5071.048444506977,14.72,17.1,0.0,,,,0.8588365043320489,0.038194783363419305
2016-02-10,,,,,,,,,,0.0,,,,,
2016-02-11,8.555,0.0766375,7.000000000000001,-26.32765348156619,0.0005291629595435797,0.004919600644475776,4170.527138335428,3.75,11.01,0.0,,,,0.608718653594107,0.06500258209416687
2016-02-12,10.39,0.0278,5.8,-33.91755298222599,0.00021760573270295644,0.007768427088599223,5254.269784761696,10.39,10.39,0.0,0.021302141203703714,-0.008170101465728408,-2.6073288432293067,1.0,0.0278
2016-02-13,,,,,,,,,,0.0,,,,,
2016-02-14,,,,,,,,,,0.0,,,,,
