Date,Tavg,RH,SAvg,dewpoint,q,qsat,lcl,Tmin,Tmax,Precipitation,tendt,tendq,bowen,R2,R1,std_Tavg,std_RH,std_SAvg,std_dewpoint,std_q,std_qsat,std_lcl,std_Tmin,std_Tmax,std_Precipitation,std_tendt,std_tendq,std_bowen,std_R2,std_R1,period_start,period_end,rolling_meanTavg,rolling_std_Tavg,rolling_meanRH,rolling_std_RH,rolling_meanSAvg,rolling_std_SAvg,rolling_meandewpoint,rolling_std_dewpoint,rolling_meanq,rolling_std_q,rolling_meanqsat,rolling_std_qsat,rolling_meanlcl,rolling_std_lcl,rolling_meanTmin,rolling_std_Tmin,rolling_meanTmax,rolling_std_Tmax,rolling_meanPrecipitation,rolling_std_Precipitation,rolling_meantendt,rolling_std_tendt,rolling_meantendq,rolling_std_tendq,rolling_meanbowen,rolling_std_bowen,rolling_meanR2,rolling_std_R2,rolling_meanR1,rolling_std_R1
1,-0.9226388888888889,0.8518527777777777,0.5,-3.222938443116742,0.0031138039442456787,0.0036868976355574575,322.16301565648325,-4.026666666666666,3.11,0.0,0.012184399112654315,0.009000292364307676,6.5530794361004565,0.6415363307829108,0.6541175993231687,4.0955137280638265,0.047596061004542584,,4.831098067535886,0.0011998000303036405,0.0011710361696501879,127.08944776525094,4.038432038964297,5.871251995954526,0.0,0.0019085131204369093,0.011192922364933853,8.36157531930828,0.3119059870319427,0.17376810129499023,2016-01-01 00:00:00,2019-07-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.2463888888888892,0.829123611111111,0.4250000000000002,-3.014244289421321,0.003214403843880661,0.0038583073905460847,374.4141371266841,-3.2699999999999996,3.3033333333333332,0.0,0.007850448495370366,0.0026380751805842144,4.324142607140528,0.6701107127801817,0.6678252997726556,3.8864337215189018,0.12502796279825368,,5.905623336361351,0.0014978425415805292,0.0010855685328489228,285.3982406882657,6.028830732405746,4.221389976457202,0.0,0.009875804119528138,0.008729448714770341,7.067319752503814,0.28795854383531744,0.23122732831485782,2016-01-01 00:00:00,2019-07-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.7127777777777777,0.7918319444444443,0.19166666666666665,-4.002589585088222,0.0029740843821832274,0.003703187491313467,437.6272954999344,-4.53,2.36,0.1,-0.005414213605967076,-0.006302002383856288,1.3802879202323632,0.6088574296359683,0.6339631815957204,4.011403760196026,0.11269327767074637,,5.724089008012481,0.0012802729399676422,0.0010857862318541822,248.99346881631124,3.995610091087467,5.0982742178113565,0.2,0.018841472696061557,0.013061532152315359,0.5922787827663523,0.08617768214812183,0.06857323133608532,2016-01-01 00:00:00,2019-07-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-1.9323611111111116,0.8617111111111112,-0.1416666666666667,-4.06481867263441,0.003082689356313017,0.0034970421598060505,314.61115279297854,-4.656666666666666,2.3133333333333335,0.0,-0.014157894483024696,0.00284799575128165,-1.5094166777862832,0.6061819887504564,0.6328582925613091,5.88364577093747,0.10734271353076623,,7.462344894070205,0.0016482708771560673,0.0015006901538256508,249.76243491968452,5.980245256955047,7.535159808081931,0.0,0.021830001024960015,0.009676927104554032,8.411676390436146,0.08742011336675695,0.01769835053654571,2016-01-01 00:00:00,2019-07-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.5756944444444446,0.899126388888889,-0.14583333333333337,-1.014920246927973,0.0037152442828065255,0.004150464357400804,224.04754020431255,-2.496666666666666,3.953333333333333,0.1,0.029115506044238692,0.016587764580219627,2.794612554960969,0.6354219265406837,0.7117148479893048,5.336172036424125,0.05745813456778129,,5.507836754116475,0.0015794194630607608,0.0017249331304011206,114.3392788850434,4.684766091635028,7.009881121198371,0.2,0.021094046194664304,0.014639008745980177,1.9650476108440509,0.09196708685580124,0.08531948797172656,2016-01-01 00:00:00,2019-07-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-0.22069444444444386,0.8250333333333334,-0.07916666666666669,-3.099816952998443,0.0036433097556437116,0.004132066180959268,395.25322043418055,-2.9166666666666665,2.3466666666666667,1.25,-0.009245116383744848,-0.001886370577146108,1.4436013727735304,0.695232070585723,0.6976628623459056,8.204209352493208,0.2377793857073424,,11.516852913521214,0.0025198098962260535,0.002387803307701375,547.6358373840798,7.950939147882678,9.173561649290495,2.241279396535232,0.06036828715225959,0.03664686673976336,0.38343691998681384,0.15867654261081401,0.2522755851716343,2016-01-01 00:00:00,2019-07-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-1.4584722222222208,0.8200902777777778,0.0,-4.428728754811266,0.003525927400953145,0.0040334290629456095,423.57983311003267,-4.956666666666666,2.4999999999999996,0.8,-0.014369110082304522,-0.003078168841830903,3.8492321041526045,0.5914058217755435,0.6344759211464891,10.380933011861663,0.2347869126379595,,13.609567056965181,0.002680980498439621,0.002772170178435672,555.9365095985975,9.671868140816093,11.37968365113899,1.6,0.02717720962161399,0.004598227981477422,2.258416661038625,0.13520828074536306,0.2600928999504532,2016-01-01 00:00:00,2019-07-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-2.7631944444444443,0.8406625,0.0,-5.423090636132383,0.003214818547541029,0.003578404948504551,391.8695756996904,-6.563333333333333,2.1133333333333337,0.0,-0.015146254501028822,-0.008158343573149289,6.939179017393247,0.5397881291755254,0.6116792637715951,9.347007703498445,0.23799361959672374,,12.918984250433397,0.0023832344058467908,0.0022206822688205854,570.5408881320756,10.536053973539303,9.200240938874012,0.0,0.012039418714928411,0.007808577503275407,8.990601643086581,0.16802255613125167,0.26021040691565595,2016-01-01 00:00:00,2019-07-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,-0.9083333333333332,0.8716777777777778,0.024999999999999998,-2.9158767801930714,0.0035634887827578226,0.0038443078839969225,290.63810943249354,-3.5966666666666662,2.4899999999999998,2.8999999999999995,0.021532704796810704,0.009143332121317897,2.2081923920656754,0.6460903954634302,0.6911184449789181,7.461328995691347,0.19742002276296977,,10.489869348522504,0.0020879847641826323,0.0017615640655267955,455.9614371135256,8.447735396739965,6.955882402686233,5.799999999999999,0.03359094188219184,0.01949720125961499,1.0890962022032433,0.12565613810165788,0.20808701810659164,2016-01-01 00:00:00,2019-07-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,-0.49986111111111037,0.8526722222222222,0.10416666666666667,-2.7665158132135566,0.003645715375245124,0.004091047021978261,330.35926262050685,-4.4366666666666665,3.1533333333333338,0.6000000000000001,0.0047418708204732575,0.0021562639089287156,6.217377363244219,0.580438908491203,0.657856975143085,8.901322714339413,0.14451357853429214,,10.938220678310982,0.0021826672907758397,0.002055790429783876,351.00005094820057,10.99835139161017,8.472203570106972,1.2000000000000002,0.024525225142095288,0.0201484749789001,9.561414591199155,0.14569507707204385,0.13339394830340487,2016-01-01 00:00:00,2019-07-18 00:00:00,-0.9089027777777774,0.9492947382361638,0.8443781944444446,0.030072996326374415,0.08791666666666667,0.22339490928359843,-3.3953540174537387,1.1808947576233124,0.003369348567156994,0.0002758587145700817,0.0038575154133008473,0.00023749293555414873,350.4563142577297,66.0709222475855,-4.1450000000000005,1.1694414093388958,2.764333333333333,0.5855018950744758,0.575,0.9241362333432108,0.0017092340213477372,0.015866953544164775,0.002294883853065719,0.007645783990623046,3.4200288090277313,2.692647492856971,0.6215063713981626,0.045536749566071365,0.6593272688628151,0.03258857929601245
11,1.720138888888889,0.830676388888889,2.345833333333333,-0.9349486839343669,0.004112306501333517,0.004867288084724696,372.75071018034896,-2.18,5.3999999999999995,0.0,0.025771527777777775,0.01223562323303358,2.1678067555574794,0.5939802914229979,0.6472000649965507,9.490564322999,0.10471246230860719,,10.601687554807354,0.002423346414064372,0.002725912560214763,256.52352153502136,9.564732092432072,8.953585873827313,0.0,0.02584955921737167,0.007289256841968574,1.7628359341594948,0.17311567228163124,0.15000786976016708,2016-01-01 00:00:00,2019-07-18 00:00:00,-0.6446249999999997,1.261554969359251,0.8422605555555558,0.030233337205536545,0.2725,0.7480948023702164,-3.166555041535501,1.4162151993709726,0.003469198822865778,0.000345103040271901,0.003975554458217572,0.0003885620657654155,355.51508371011624,65.5988810540661,-3.9603333333333337,1.3255834494597014,2.993333333333333,1.0213365728601558,0.575,0.9241362333432108,0.0030679468878600834,0.017373817541053903,0.0026184169399383096,0.008020329551390735,2.9815015409734333,2.473911587350085,0.6167507674621713,0.045695475301502766,0.6586355154301534,0.03278428263932793
12,2.1486111111111104,0.8943388888888889,4.6375,0.5182185177730458,0.004314858831923778,0.004722989322458415,228.26992392435963,-2.1799999999999993,6.436666666666667,3.7500000000000004,0.004974046746399165,0.005311618381713037,2.0509590941981193,0.5717817212584755,0.6767189738177216,6.382716154526946,0.11983785119361798,,8.136850525910027,0.0019982567717159085,0.0017545816825321624,268.4920038897209,10.046213216929054,4.35098073235602,7.500000000000001,0.03757210228603751,0.013576492958343353,1.543185035978611,0.24309054766807403,0.19877303906049557,2016-01-01 00:00:00,2019-07-18 00:00:00,-0.4051249999999997,1.5417761020134249,0.8487820833333336,0.0338965130214684,0.6937500000000001,1.5738228625794513,-2.8133087608160645,1.8365885551482224,0.00357924432167009,0.0004217668164568394,0.004062022651408805,0.0004507979132893866,340.9006623898838,76.32333422392847,-3.8513333333333337,1.4294039161676992,3.306666666666666,1.4969161715645132,0.95,1.334582747944507,0.0027803067129629636,0.017309532858101394,0.0028857712600511916,0.00806549123151581,2.7541831896791926,2.4410524770763695,0.6069178683100007,0.04346232143673889,0.65952488283466,0.03317953231330905
13,2.1197222222222223,0.8924833333333333,3.3874999999999993,0.4542173439872658,0.003965125386213902,0.004440962670368922,212.75117293931828,-1.3566666666666667,4.906666666666667,1.2,-0.0003353652263374367,-0.009171213155232552,1.258013235962362,0.648000151072866,0.7340558789107269,1.7480483330094274,0.0524390625181055,,2.2122101965911685,0.0005800081171370577,0.000513042275208659,103.36588758276679,3.8582681779955794,1.880806564570991,2.1416504538945342,0.05402432951640731,0.03791244937873129,0.5393847789132464,0.14307159485723517,0.05946904565491156,2016-01-01 00:00:00,2019-07-18 00:00:00,-0.12187499999999969,1.7279261679682925,0.8588472222222224,0.02980337989539605,1.0133333333333332,1.7724788650814693,-2.367628067908515,2.0448727983910597,0.003678348422073158,0.00037792630728224495,0.00413580016931435,0.0004458911765592345,318.41305013382214,77.77216380582591,-3.5340000000000003,1.60362536802947,3.561333333333333,1.534133607586356,1.06,1.3016655996581201,0.003288191550925927,0.017115805327827797,0.002598850182913565,0.008469565060750573,2.7419557212521926,2.4489924452431326,0.6108321404536905,0.04537686299420775,0.6695341525661608,0.039168505320036885
14,0.9640277777777776,0.8593500000000001,2.8791666666666678,-1.3411140800693284,0.0034649525206094235,0.0040894614681557,291.1153486574554,-1.1166666666666667,3.7499999999999996,0.6000000000000001,-0.013416221386316875,-0.013116251880374958,0.32421118390766274,0.7170917403557536,0.716094642607143,2.0003761075755873,0.1273928037933592,,2.9597112685086073,0.0007083945482762093,0.0006436507603784302,258.93379041539214,1.6159311041419226,4.2260028395636455,1.2000000000000002,0.02427547675222724,0.023840556239626207,0.6862835771105008,0.14467333670746435,0.1849360866038709,2016-01-01 00:00:00,2019-07-18 00:00:00,0.1677638888888892,1.6307454874053986,0.8586111111111114,0.029787518862887115,1.315416666666667,1.810767104769702,-2.095257608652007,1.9738558205282937,0.0037165747385027982,0.0003268656229307951,0.004195042100149315,0.00038707017578268175,316.06346972026984,78.25321432423151,-3.1800000000000006,1.7151122052341676,3.7049999999999996,1.4702147739298104,1.1199999999999999,1.2605554331325537,0.003362358860596709,0.017033214656979156,0.0010024254197479046,0.009815058894742837,2.9253185074215873,2.145102386335403,0.6219231156142202,0.056343114157932674,0.6778577875707441,0.039352365183637834
15,-1.0343055555555556,0.9241486111111111,2.8625000000000003,-2.1323178592037473,0.0032946238437521723,0.0035525806851306563,166.47641197539335,-2.9966666666666666,1.08,1.25,-0.023198244598765433,-0.004466603412023819,0.11485075788247512,0.7526937625243971,0.7955529680029264,2.9803512310880658,0.04052259664829463,,3.4574224497898833,0.0008807198272409754,0.0008055641713687289,93.87603362001495,3.2755050501156813,3.1148194169164922,2.5,0.011820362464448236,0.015967000201548925,1.8755151538997752,0.15225063712711343,0.0860735578312116,2016-01-01 00:00:00,2019-07-18 00:00:00,0.006763888888889203,1.665110313774661,0.8611133333333335,0.03428107922002614,1.6162500000000002,1.790813158030538,-2.206997369879585,1.9371900642925213,0.0036745126945973627,0.0003530689028093362,0.004135253732922299,0.0004375986104622498,310.3063568973779,87.36259245758788,-3.2300000000000013,1.7002011500458654,3.4176666666666664,1.681835453850097,1.2349999999999999,1.2085459583041653,-0.0018690162037037032,0.01626086587002289,-0.0011030113794764402,0.008230682896104001,2.657342327713738,2.3232331596539058,0.6336502992125915,0.07001142324451472,0.6862415995721063,0.05368679718717689
