Date,Tavg,RH,Precipitation,SAvg,dewpoint,q,qsat,lcl,Tmin,Tmax,tendt,tendq,bowen,R2,R1,std_Tavg,std_RH,std_Precipitation,std_SAvg,std_dewpoint,std_q,std_qsat,std_lcl,std_Tmin,std_Tmax,std_tendt,std_tendq,std_bowen,std_R2,std_R1,period_start,period_end,rolling_meanTavg,rolling_std_Tavg,rolling_meanRH,rolling_std_RH,rolling_meanPrecipitation,rolling_std_Precipitation,rolling_meanSAvg,rolling_std_SAvg,rolling_meandewpoint,rolling_std_dewpoint,rolling_meanq,rolling_std_q,rolling_meanqsat,rolling_std_qsat,rolling_meanlcl,rolling_std_lcl,rolling_meanTmin,rolling_std_Tmin,rolling_meanTmax,rolling_std_Tmax,rolling_meantendt,rolling_std_tendt,rolling_meantendq,rolling_std_tendq,rolling_meanbowen,rolling_std_bowen,rolling_meanR2,rolling_std_R2,rolling_meanR1,rolling_std_R1
1,-1.9609166666666666,0.9219441666666668,0.0016666666666666666,0.8549999999999998,-3.162183188157403,0.003239671594854458,0.003555408465484849,205.5082065926437,-6.399999999999999,2.6020000000000003,0.012392390046296298,0.0016393984263361808,1.1195676703448665,0.5259732498605946,0.6659092684706682,5.925725374608392,0.05835730010628006,0.0037267799624996494,2.1338508486875187,5.947832990515752,0.0014109424044330598,0.0014518633844913687,122.08905359392091,7.580811302228804,5.753318173019809,0.01447394179969078,0.009640551910331996,1.3641921388676725,0.14513282930197136,0.08633174549647193,2013-10-24 00:00:00,2018-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.13474999999999984,0.9617391666666666,0.07666666666666667,1.0116666666666672,-0.7484246716479548,0.003676055992035953,0.003883725755014325,106.42989636805802,-3.2679999999999993,3.8400000000000007,0.021199596836419754,0.0114434989654641,3.493801332345695,0.6435842950689539,0.7498815551905772,3.408654421509722,0.05275043382852141,0.1714318782749839,2.163538206143919,3.3540766496389125,0.0009391050206539421,0.0009695607540327333,104.04821421937838,4.546060932279724,4.945568723615112,0.033627232366522146,0.01467739344730021,4.892103793486513,0.2534938924638712,0.208244826864123,2013-10-24 00:00:00,2018-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.5561666666666671,0.9859808333333333,0.008333333333333333,1.0799999999999998,0.347774614463688,0.003993729182828296,0.0040613569961627126,47.876406284204236,-2.76,3.9799999999999995,0.008020710841049387,0.008330483064168576,1.500160568759497,0.6175060731884499,0.777430082833899,3.8091954417165894,0.015300358168011808,0.014433756729740645,2.102898545262388,3.7542213633998105,0.0010472359773320164,0.0010803058332707893,39.034337420247475,3.858672051366894,5.134330530848204,0.026680846087703488,0.018929472289777323,0.4444162948477025,0.04777179472163582,0.07526582772327424,2013-10-24 00:00:00,2018-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.45483333333333276,0.9636858333333332,0.006666666666666668,1.2366666666666668,-0.08161590145575434,0.0040051087308979084,0.004172303812683902,100.19217250541439,-2.436,3.854,-0.0011763580246913694,0.00029841086758172276,1.9765502499077379,0.6412410627427001,0.7581465462534507,5.875528800078811,0.028836095062823877,0.010865337342004415,2.4348835672596567,5.824160055487087,0.0015112350480789842,0.0016126863630312204,77.8703366460606,5.975289114344176,6.481194334380045,0.027429127574845075,0.013500514205815047,0.42989983977699553,0.09541723210098184,0.045759665382769425,2013-10-24 00:00:00,2018-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.154666666666667,0.9539591666666667,0.01666666666666667,1.5124999999999997,1.4418091747168578,0.004409055092837661,0.004665657913053992,106.91090324053603,-0.8699999999999999,5.348000000000001,0.019733018904320998,0.01059286217567947,1.6856584633385592,0.6480600327717727,0.7644570455074208,5.308477156607366,0.0512943253778839,0.02124591463996994,2.8747056008688374,4.992465683727552,0.0016014126207823333,0.0017869898172167926,93.61997197455375,5.329146273091029,6.128370093262972,0.025118813489471776,0.016345152341177,0.6024476800359071,0.09122891645219398,0.06234878281054868,2013-10-24 00:00:00,2018-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.3171666666666668,0.8988857894736842,0.041666666666666664,1.6546929824561403,-1.0143974562672167,0.004201828533897018,0.004475174685041302,306.49190365666516,-1.7240000000000002,4.46,-0.009722366898148146,-0.005434192716720009,1.703835503004513,0.6566983200775652,0.7237085842694345,6.242085456856102,0.1702303030349559,0.0885845484394554,3.282476763961625,10.014016295277107,0.0022658177228569473,0.001967813599289389,561.5475270384799,5.4101876122737185,7.6995389472357365,0.037816440295011036,0.02797910540795704,0.8902930391765105,0.1377456477232044,0.1556901055132821,2013-10-24 00:00:00,2018-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-1.5056811594202895,0.9196111594202897,0.03833333333333333,1.1677536231884051,-3.1640628173225513,0.0037737155618057586,0.003929185052897671,260.80558887863543,-5.998,2.09,-0.0327698653884863,-0.011226593766574375,2.834578142492499,0.5608133245587963,0.7224268932259116,8.808601772042794,0.11418809518334441,0.07255266286559638,3.782441130322199,11.248045023307364,0.002483625819215898,0.0023049320942964235,399.98232581919706,8.66868329101946,9.60737737366447,0.035298475156729715,0.012252015168233744,2.5236757071928366,0.11406511174416717,0.1665596111562916,2013-10-24 00:00:00,2018-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-1.5754166666666671,0.9457396428571428,0.0,1.1791666666666665,-2.5242261261547627,0.003680002315486274,0.003865671683023004,173.88944184505687,-4.244,1.6939999999999997,-0.0008095452982420954,-0.002457483457781108,-0.46919919276794275,0.6811302877725909,0.7546035079779951,8.88084963715622,0.08169187999480836,0.0,3.913343004672887,8.994080329863,0.0020811147020288316,0.0020128803169730002,187.47599492312258,10.195505382275075,8.571512701968073,0.023641453699763133,0.015054567425132939,2.4620095029705085,0.24769127923951795,0.1553222814856715,2013-10-24 00:00:00,2018-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.1410219298245618,0.9907347807017544,0.13596491228070176,1.1654385964912284,-0.024387690056541622,0.004025047883033747,0.004059586948700314,52.675605939027136,-2.666,2.9200000000000004,0.019925786021767387,0.009048280875233189,1.6883480248164466,0.678496746149638,0.8140423809457008,6.016304861113975,0.013233758612607956,0.2947981870161703,3.6580375625540853,6.065097631742117,0.0014012215371584874,0.0013906389220166681,75.11517719366879,7.761303369924409,5.348037023058087,0.039423758443167256,0.026025421710443804,1.3533922549406165,0.16226932845421949,0.08987732796556368,2013-10-24 00:00:00,2018-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.7738070175438588,0.9305542105263157,0.04473684210526316,1.0566228070175439,-0.8754406660974405,0.004059329509966388,0.004368863134739481,237.02117412947723,-2.2100000000000004,4.3100000000000005,0.007345873182667306,0.0008989821012664347,1.328702971510166,0.6312661065648626,0.7218367945561805,7.486523689557341,0.14271570675185993,0.04250880270216321,3.30717304636376,7.704930214317499,0.0016557116648455276,0.001619205996368437,413.30922924468376,9.310714258315524,6.971190716082869,0.02734765028074068,0.020051893991593486,1.7121754718766389,0.13053649871057496,0.11502206439609002,2013-10-24 00:00:00,2018-12-31 00:00:00,0.022089778794813143,1.33831823402937,0.9472834749645853,0.029703153624237855,0.037070175438596496,0.04245735261588285,1.1919508009153317,0.23504569716451598,-0.980515472797908,1.539511556062844,0.003906354439764346,0.00032680624485051753,0.004103693444680155,0.00032807049062534745,159.78012994397182,90.16820463249697,-3.2576,1.7882398049478705,3.5098000000000007,1.1477368842881874,0.004413924022295323,0.01661096458731506,0.0023133646534654185,0.0074989265929492,1.6862003733752036,1.0435008807567911,0.6284769498755924,0.04950753654968085,0.7452442659231238,0.03977740377429607
