Date,Tavg,RH,Precipitation,SAvg,dewpoint,q,qsat,lcl,Tmin,Tmax,tendt,tendq,bowen,R2,R1
1,-2.8783397435897435,0.8884983333333334,0.003076923076923077,,-4.63030677524665,0.002814380479983728,0.0032139524309463723,271.10906656371867,-7.109999999999999,2.022,-2.779413728632475e-06,-7.640927322155394e-06,2.0524780007641583,0.5141117100335377,0.6255148961845698
2,-1.7044791666666668,0.8800322916666665,0.0,,-3.6159088884037094,0.002954844059355162,0.0034678599929794506,278.71216501947555,-5.6075,3.615,2.289593219521605e-05,1.057778024253396e-05,2.061845945040818,0.528826792630227,0.6142291907640731
3,-0.058437500000000114,0.8719364583333334,0.0020833333333333333,,-2.0168781983022024,0.0033958022577218246,0.0038741018650551707,266.8996305528354,-3.5100000000000002,3.1700000000000004,1.910856240354938e-05,1.1563439754980781e-05,1.3386863862965404,0.6213267598568765,0.692611305601739
4,-0.6743750000000005,0.9075406249999999,0.014583333333333332,,-2.0544920013023775,0.0034743464737457246,0.0038399377663946824,211.81598197212546,-3.8150000000000004,2.7300000000000004,-7.150292968750003e-06,2.0596993398892285e-06,2.345321899370269,0.626130927738875,0.7099710957225295
5,1.389895833333334,0.8855114583333332,0.006250000000000001,,-0.4485242290356312,0.0037527924462097875,0.004374495031900392,246.51029656686052,-1.1525,3.9799999999999995,2.3963699604552473e-05,7.301810556038077e-06,2.5645043859846717,0.6953284508597644,0.7386272972048685
6,1.1748166666666668,0.8865691666666666,0.056333333333333326,,-0.598026571872888,0.00418931510247208,0.00452051303845063,251.83709334498377,-2.226,3.854,-2.6470474054783955e-05,-9.020679992526381e-06,2.036142326371052,0.6504707503324011,0.7374871112768371
7,-1.0599166666666668,0.88981,0.07166666666666668,,-2.745474779404307,0.003891835859351355,0.004079068460757754,266.0707119540426,-3.906,1.7339999999999995,-2.5942564043209878e-05,-7.800928339523638e-06,2.4499237991642673,0.6770893075322654,0.7405011732123622
8,-1.2494166666666666,0.8915166666666667,0.003333333333333333,,-3.045417596714143,0.0036196664372102963,0.0038536538249738426,271.19753649962547,-4.756,2.31,-2.1998668981481434e-06,-7.137217830927175e-06,1.6817393176563107,0.6216615132287528,0.7118513710130031
9,0.7790595238095236,0.8670591666666667,0.05880952380952381,,-2.2825329383363098,0.0036621600573901575,0.004216182962196757,398.8957953046569,-2.03,3.742,2.3548166887125212e-05,1.1143287929353318e-06,1.4891322780184415,0.6643980422588891,0.7085872713946078
10,1.794583333333334,0.9439483333333334,0.09333333333333334,,0.9249851997909948,0.004470349728873857,0.004658404981455715,138.19865238909284,-1.7,5.386,1.1789009038800709e-05,2.1193511338298342e-05,1.2186755798183395,0.6044306377674646,0.7341232204224092
11,2.88425,0.8987075000000001,0.028333333333333332,,1.2909762477760378,0.004562208689440152,0.005070155497089942,224.1889141053603,-1.0879999999999999,7.677999999999999,1.2649718364197526e-05,2.4088577112252095e-06,2.3315102008987614,0.5398076901097518,0.6464072377580562
12,2.75325,0.9207066666666666,0.013333333333333332,,1.4967577403671029,0.004436036586980566,0.004858356630993523,176.07393058645926,-1.052,7.32,-1.5207523148148117e-06,-3.3086662430925936e-06,1.1973838373479022,0.5694428206651905,0.6752683260139005
13,2.5280833333333326,0.9229883333333333,0.04166666666666667,,1.2318812035105313,0.0041728523383812105,0.004612401986428467,166.83219843778346,-1.496,7.168000000000001,-2.6139139660493885e-06,-6.901595694129646e-06,1.3115446624888822,0.5546345095313908,0.6848228934235427
14,2.2078333333333333,0.8907258333333333,0.04333333333333334,,0.3380314285842726,0.0038841897078237667,0.004512199754970458,236.51097139525808,-0.784,6.346,-3.717717013888883e-06,-7.569726451008702e-06,1.0356460127030405,0.6169968455402979,0.6791605583331545
15,1.6986666666666672,0.9272958333333332,0.01,,0.478354421885747,0.003959211033119247,0.004366590548208382,164.81917701088412,-1.0379999999999998,4.396,-5.910812114197524e-06,1.967317035053174e-06,1.4393903148410068,0.6865102937686942,0.7732950061700957
16,0.27491666666666664,0.9391108333333333,0.046666666666666676,,-0.6851691166450491,0.003628258708103193,0.0039455034428004295,137.94577330503486,-3.064,4.5360000000000005,-1.6528023726851855e-05,-8.678707610538175e-06,1.6800158314366278,0.5859131952188973,0.7010796610518321
17,2.0389619047619045,0.7613968333333333,0.029000000000000005,,-3.598101991655722,0.0034689952139238716,0.004516746345037579,694.1792123702942,-0.5900000000000001,5.172,2.0478441826499113e-05,-4.176436285643034e-06,2.158923377693844,0.6888848224050677,0.6127473584146717
