Date,Tavg,RH,Precipitation,SAvg,dewpoint,q,qsat,lcl,Tmin,Tmax,tendt,tendq,bowen,R2,R1
2011-03-25,12.199583333333331,0.5214083333333331,0.0,9.424999999999999,1.781825523579613,0.0043231136005748025,0.009297934050019753,1295.4607552998145,4.35,20.68,,,,0.34195305113267294,0.3038010585714453
2011-03-26,14.484166666666667,0.4084208333333333,0.0,10.35,1.1550827651101079,0.004155708956974508,0.010366183271429961,1655.4054346940957,9.86,19.36,2.652126253858027e-05,-4.389925208662109e-06,,0.541313247107072,0.2997462274343847
2011-03-27,10.917916666666665,0.6761124999999999,0.0,10.1625,5.001675007492509,0.005420158990123196,0.008079564907222723,740.335311664303,8.45,13.27,-4.1399869791666684e-05,3.3158226416147546e-05,-1.2485550123243498,0.7257346970650647,0.5790816533461743
2011-03-28,11.154166666666667,0.6909541666666666,0.075,9.725,5.4144472913235395,0.005601396552371275,0.008292876901006165,718.4059015807915,6.99,16.53,2.742578125000021e-06,4.752671886264874e-06,0.5770602706502876,0.5324917512180202,0.48724480179913043
2011-03-29,11.478333333333333,0.7371583333333332,0.075,10.616666666666667,6.183445879913335,0.0059470586423701595,0.008442236407870405,660.8689345098204,8.83,15.32,3.7631847993827164e-06,9.064448213205117e-06,0.4151587290112703,0.652087731537676,0.5738302640776866
2011-03-30,10.806666666666667,0.71605,0.0,10.358333333333333,5.778208012576125,0.005728479642861491,0.00809710109946781,630.7075959299838,5.8,15.02,-7.79724151234568e-06,-5.731892732428091e-06,1.3603257905077168,0.5403538298120732,0.5434859509335941
2011-03-31,12.512916666666667,0.6520708333333335,0.0,10.87916666666667,5.624385267936226,0.0056501250310252915,0.009222386653173398,862.290668187211,6.44,18.49,1.9807508680555562e-05,-2.0547272663233472e-06,,0.4530396902713738,0.4444022549429001
2011-04-01,14.525833333333333,0.5565625,0.0,11.879166666666668,5.400811729268566,0.005579148141124361,0.01042500231409012,1141.233274029881,9.8,19.8,2.336753954475307e-05,-1.861258036261425e-06,,0.5245926041030636,0.3985198408053747
2011-04-02,14.662916666666662,0.5984250000000001,0.0,12.708333333333334,6.32477773815987,0.005954822659160278,0.010556864372814731,1043.5099642829562,9.38,20.07,1.5913724922839054e-06,9.851477244057481e-06,0.16153643284755478,0.5015332987467581,0.42512940858847664
2011-04-03,12.699583333333335,0.6401749999999999,0.0,12.3125,5.578278652602365,0.005648128245146419,0.009386200916520539,891.7971817858287,5.43,18.7,-2.279193672839499e-05,-8.042581797491541e-06,2.833907979089965,0.41695569945326166,0.43589885011572294
2011-04-04,13.990416666666668,0.5256041666666668,0.0,12.516666666666666,3.072887602939799,0.004778601400877969,0.010305667645551532,1356.8024440430788,7.05,20.81,1.4985021219135804e-05,-2.2801982855245935e-05,-0.6571806195217921,0.40900931419997066,0.3415206083119055
2011-04-05,9.697083333333333,0.8849791666666668,0.21666666666666667,10.995833333333332,7.57743434163633,0.006491242524569902,0.0074472842687530695,265.13419838562214,7.81,12.86,-4.9840432098765436e-05,4.491133746706516e-05,-1.1097516776318437,0.7137221256808041,0.7175945538324844
2011-04-06,11.062916666666666,0.7233541666666667,0.0,10.095833333333333,5.313864069241348,0.005543855532837971,0.008410046904588091,717.5428298782039,5.4,17.13,1.5855680941358018e-05,-2.4843743565995298e-05,-0.6382162534900887,0.45931993138015226,0.488062355972241
2011-04-07,14.09875,0.6932416666666666,0.0,11.745833333333335,8.31240109095417,0.00690201324101918,0.010417887912873026,729.0238455245922,7.55,21.06,3.524237075617285e-05,3.561556377563316e-05,0.9895216309978606,0.4167793716491501,0.44669801252429886
2011-04-08,14.62333333333333,0.4921500000000001,0.0,12.512500000000001,3.1794221210590536,0.0050611752515811485,0.01035532605378098,1420.9286996452274,8.84,16.81,6.0897810570987114e-06,-4.8273099963653874e-05,-0.12615268258479098,0.5932996162856106,0.4278447316186913
2011-04-09,13.641666666666667,0.4610208333333334,0.0,11.825000000000003,1.8230901083043796,0.00437017493418241,0.009768888589005816,1468.6290656589174,8.26,17.12,-1.1395968364197475e-05,-1.812040363578597e-05,0.6289025671421351,0.559339770061207,0.3687518038364733
2011-04-10,9.916666666666664,0.4768958333333333,0.0,10.729166666666666,-1.3639993475418557,0.0034511572294062248,0.0076635451610826645,1395.8722485758428,5.26,14.35,-4.324276620370374e-05,-2.4099803342591753e-05,1.7943202933644065,0.5434867959508264,0.3561593568524821
2011-04-11,9.1625,0.4790791666666667,0.0,10.466666666666665,-2.0915792566974116,0.0032760994967036285,0.007292567316969308,1390.8814330036173,4.86,13.92,-8.7549672067901e-06,-4.590615512418239e-06,1.9071445175721478,0.5434959058802848,0.34972280758869484
2011-04-12,13.0575,0.5438291666666667,0.0,11.262500000000001,3.453377887086489,0.0050330508536036225,0.009919875198731448,1197.505960004455,6.34,22.75,4.521626157407406e-05,4.6073304098207184e-05,0.9813982838672413,0.3459597600630627,0.29533764040148175
2011-04-13,7.808333333333334,0.8974416666666668,0.6750000000000002,10.133333333333335,6.163515062423497,0.005870497595552929,0.0065562691181613305,206.38933188885395,5.47,12.23,-6.0936506558641964e-05,2.1960732297086258e-05,-2.7747939246418936,0.6332887247721886,0.6674870686029594
2011-04-14,6.131666666666667,0.8852458333333333,0.09999999999999999,7.95,4.289621258924521,0.005130238237171492,0.005863889110540817,230.83032538779398,3.39,10.17,-1.9464081790123457e-05,-1.9412145018305703e-05,1.0026754782518252,0.627637432002312,0.6728180902752368
2011-04-15,6.824166666666668,0.9572083333333334,0.025000000000000005,8.133333333333335,6.16477690731508,0.005834811044505994,0.006120697449058801,82.95679131713841,4.61,8.95,8.039091435185194e-06,1.847632097733585e-05,0.4351023910575281,0.7422048872415259,0.8282224077841147
2011-04-16,8.747916666666667,0.9143375000000001,0.041666666666666664,9.283333333333335,7.33413738973374,0.006327031365359216,0.007012999806649892,177.98429054920214,6.12,12.36,2.2332421874999987e-05,1.290770882012442e-05,1.7301615791163099,0.6567995516045891,0.7186654736628915
2011-04-17,11.229166666666666,0.6771625,0.0,10.3375,5.305805527480511,0.005522990410749756,0.008301935413984657,741.87045118814,8.37,15.25,2.8804325810185174e-05,-2.1084717720641528e-05,-1.3661233786396059,0.6349424329411419,0.520835101642662
2011-04-18,12.779583333333335,0.5137791666666668,0.0,11.037500000000001,2.4519843673141866,0.00453342018081916,0.009377412934007798,1285.5247587478052,7.52,18.12,1.799847125771607e-05,-2.594993307644561e-05,-0.6935844961408796,0.4993321413402305,0.36470338543076614
