Date,Tavg,RH,Precipitation,SAvg,dewpoint,q,qsat,lcl,Tmin,Tmax,tendt,tendq,bowen,R2,R1,std_Tavg,std_RH,std_Precipitation,std_SAvg,std_dewpoint,std_q,std_qsat,std_lcl,std_Tmin,std_Tmax,std_tendt,std_tendq,std_bowen,std_R2,std_R1,period_start,period_end
1,-1.3305208333333338,0.992421875,0.0020833333333333333,1.7208333333333332,-1.4511064602330033,0.0035391305685484155,0.0035821126176104508,59.63442950617391,-3.5300000000000002,1.7625,-1.9190791377314875e-06,-2.0709866173248704e-06,1.9809681293015164,0.7074706664958073,0.8061465012126822,4.517743867228892,0.01363133703081558,0.004166666666666667,2.765656190972888,4.471932243382842,0.0011941514631215065,0.0012090500371575107,42.4396140897656,4.086587818706458,6.222825590785373,1.5955225563280797e-05,8.134317522740758e-06,0.36177307813911763,0.2037286292117151,0.14142657070603992,2010-05-25 00:00:00,2014-01-22 00:00:00
2,0.9197916666666668,0.978034375,0.0,2.3322916666666664,0.5431214709205456,0.00404859681255238,0.0042093982637141526,68.82837816630524,-3.5825,6.387499999999999,2.6123419415509264e-05,1.3359956207997726e-05,1.7368154833123095,0.505434890773994,0.6779303901800916,3.441176157203726,0.03569961101416233,0.0,2.178879508910911,3.0137336330515074,0.0008551827185985719,0.0010374864972477918,64.12420570727653,2.7756846002382907,5.607717152876621,2.669501670396525e-05,1.5005143455695214e-05,0.3854449009456681,0.14817165176193972,0.14328184298669083,2010-05-25 00:00:00,2014-01-22 00:00:00
3,2.5078125,0.9873614583333333,0.0020833333333333333,2.966666666666667,2.3025365339874995,0.004578444034836339,0.0046663543143569495,35.09536614936314,-1.3050000000000002,7.42,1.8435010368441358e-05,1.3894415518111988e-05,1.3752805640801147,0.5483944071232496,0.7102258810951209,3.2976488779290136,0.014459527798482707,0.004166666666666667,2.2354907697151165,3.228950086085281,0.001000583875845194,0.0010358328621535697,26.572348782034656,2.9443788252646206,5.472945581068145,1.767410306325786e-05,6.968128324428949e-06,0.9021291816580213,0.10062919139726724,0.11286113598949185,2010-05-25 00:00:00,2014-01-22 00:00:00
4,3.5955208333333335,0.9752104166666667,0.004166666666666667,3.713541666666667,3.2155121072886628,0.005014007898682136,0.005156300133866536,61.19362058674585,-0.2849999999999998,8.4025,1.2626984471450613e-05,1.142198176081877e-05,1.1471145842048767,0.5542876296552584,0.7083322305320218,4.79628796926785,0.02269965851125904,0.008333333333333333,2.7876243017460567,4.978230908870404,0.0015199831458640577,0.0015466476615538251,62.94329532898975,4.416880497968371,7.0269973435790245,2.0646576112730488e-05,1.7872039494466922e-05,0.17835573573454452,0.1108778927291284,0.10199324907243747,2010-05-25 00:00:00,2014-01-22 00:00:00
5,4.044270833333334,0.9655197916666666,0.010416666666666666,4.41875,3.521612179792793,0.0052463329958860735,0.005422296002282627,88.49925224613379,0.7124999999999999,7.6,5.2094473379629635e-06,6.092362666208884e-06,1.3953187086052203,0.6194335693264652,0.7567644056369764,6.827667496750304,0.03035994337523845,0.020833333333333332,3.442716580507856,7.106289439922066,0.0021195662903433585,0.0020986320982997447,88.7238659445603,6.390244518013375,7.52975431206092,2.3747131483697524e-05,1.7041361759955747e-05,0.6952123691256161,0.042044207865983264,0.04275229056929258,2010-05-25 00:00:00,2014-01-22 00:00:00
6,3.223229166666667,0.942865625,0.03541666666666667,3.705208333333333,2.3393533032202285,0.004608951017228062,0.0048853548809596695,117.71176106548468,0.20500000000000007,5.835,-9.531305459104937e-06,-1.6714346480964687e-05,1.2839396237422263,0.672744082611582,0.7855875646427741,3.7331708232084195,0.061808456115614425,0.07083333333333336,3.2526491606842574,4.05679783764614,0.0013284566734396025,0.0012499657072470502,126.9400848460255,4.51399675084804,3.9675139151194747,4.904670473944068e-05,3.158742096767387e-05,0.7516704136306303,0.06429882210566745,0.050718495768904436,2010-05-25 00:00:00,2014-01-22 00:00:00
7,3.3104166666666663,0.8986177083333333,0.0,3.55,1.6529087845680452,0.004360389180940497,0.004832034297131508,207.19677264877794,0.98,5.93,1.0121419270833296e-06,-6.518145778772196e-06,0.9898955743371052,0.7085620347245292,0.7530813254363042,2.192747884969231,0.08478109300541095,0.0,2.9762038491763043,3.4309485861139613,0.001109757989896509,0.0007701936833317491,178.54922549785726,2.7672609803438006,1.2652535977687112,3.5138542414924894e-05,2.586369675206474e-05,0.5872431079328613,0.09036297960558423,0.12857844708478902,2010-05-25 00:00:00,2014-01-22 00:00:00
8,2.688229166666667,0.9806635416666667,0.05416666666666667,3.5697916666666667,2.397883685437545,0.00459519198900723,0.004699243723839869,45.68381989755792,0.2775000000000001,5.535,-7.222847945601844e-06,6.157336762162443e-06,1.1956059143513185,0.6995231677539084,0.8098726779708338,3.610819315801573,0.026956386537768898,0.10833333333333332,2.9080674325279374,3.5316473449362413,0.0010684962766474573,0.0011271103817355505,54.548331123423225,3.93167797087537,4.350329489437169,3.0038931444667696e-05,2.4719814393440043e-05,1.055379968758106,0.1400421110252231,0.11302863293275403,2010-05-25 00:00:00,2014-01-22 00:00:00
9,3.2980208333333336,0.9861447916666667,0.004166666666666667,3.8520833333333337,3.0738476246883453,0.0047950566048501255,0.004911230143835654,33.55825422614836,0.7475,6.422499999999999,7.078947241512342e-06,5.241137262017711e-06,1.306782228168328,0.6892513606896249,0.8067846386428865,3.3097903378370988,0.027710416666666637,0.008333333333333333,2.42301250168738,2.964669799726446,0.000993300076880843,0.001188704946809759,54.00256934219589,2.903553856913972,5.374181333003195,1.8218016218598744e-05,1.4606983696006e-05,0.1400257040104017,0.16561735838780303,0.14786616859441454,2010-05-25 00:00:00,2014-01-22 00:00:00
10,2.8109375,0.9935895833333334,0.04583333333333334,3.7041666666666666,2.7077617438184975,0.004624024581497042,0.00467237566661542,13.839050888723904,0.4525,5.7875000000000005,-5.654451195987655e-06,-4.485047574898124e-06,1.3987104465222122,0.6973628415178144,0.8131041243964137,2.0044587848730213,0.01282083333333329,0.09166666666666667,2.0501326741168433,1.8424229809016022,0.0006251611290816814,0.0007045569304672846,25.42906892962845,1.3241192041000942,3.630632405885601,2.040761578133593e-05,1.3756368506621451e-05,0.23114754805008753,0.1289128404091012,0.10079168533470255,2010-05-25 00:00:00,2014-01-22 00:00:00
