DATE,SRAD,Tmax,Tmin,RAIN,VAPO,WIND,q,Tavg,qsat,RH2,RH,dewpoint,lcl,tendt,tendq,bowen,R2,R1
1971-01-01,2.9,10.6,-1.2,6.0,5.3,3.7,0.0032534912410560075,4.7,0.005259523820795168,0.6173454933720692,0.6205479577541466,-1.9486404932609225,825.0212460637918,,,,0.4383969090233439,0.41492127493510483
1971-01-02,2.9,-0.9,-4.2,2.1,4.3,1.9,0.0026396249691586476,-2.5500000000000003,0.0031178181717994046,0.8462197704850477,0.8482028164356312,-4.751182923098075,313.4110977058718,-0.08416377314814814,-0.016097683814458422,,0.7830355396364538,0.7511974996123952
1971-01-03,3.0,-3.4,-5.2,1.8,3.7,0.1,0.002271305206020232,-4.3,0.002735347868610799,0.8299671314903724,0.8317071268376348,-6.725641085624937,366.94125539896567,-0.020315393518518514,-0.009658610288675042,2.103345399735075,0.8734010298445289,0.7774775648400444
1971-01-04,3.0,0.1,-6.0,0.8,4.6,0.0,0.0028237848507278555,-2.95,0.00302643206852527,0.9328512698200686,0.9347271635091311,-3.8543717016918086,159.72311298837283,0.015671875,0.014487915433012569,1.0817204912923237,0.6353027039241067,0.7471782934955602
1971-01-05,3.9,5.6,-2.7,0.4,5.0,0.1,0.0030693313594867995,1.4499999999999997,0.004176099371924081,0.734159700220469,0.7368175042746674,-2.7362337326801733,519.5710317708805,0.05107870370370371,0.006439073525783369,,0.5513612087067177,0.5498805553480561
1971-01-06,3.0,-2.2,-5.0,0.0,3.7,1.9,0.002271305206020232,-3.6,0.0028830075767512318,0.7873419059648239,0.7891800778085434,-6.725641085624937,442.4331599510575,-0.05862442129629629,-0.02092698895879594,2.8013787082185817,0.8111211201333303,0.7111877139647697
1971-01-07,3.0,-2.2,-4.6,3.6,3.9,0.0,0.002394078460399704,-3.4,0.0029264794954370885,0.8176379829215095,0.8195033791557224,-6.0377170639444575,379.73568783516794,0.0023217592592592613,0.0032195367628916846,0.7211469941948827,0.835995502666658,0.7496302930980004
1971-01-08,3.1,0.4,-3.1,0.0,4.0,0.0,0.00245546508758944,-1.35,0.0034068941549121427,0.7200467712254417,0.7222034180000004,-5.705450131463033,559.9895906480036,0.023798032407407403,0.0016097683814458423,,0.7734944169538411,0.6357570531416055
1971-01-09,3.1,-2.7,-6.2,0.0,3.8,1.9,0.0023326918332099676,-4.45,0.002704597233917657,0.8621698768450345,0.863881469580382,-6.377651608078228,308.1321095769479,-0.03598726851851852,-0.003219536762891696,,0.7683255846748711,0.7579590574476172
1971-01-10,3.1,-4.1,-6.2,6.2,3.5,0.1,0.00214853195164076,-5.15,0.002565127207722274,0.8372430613707497,0.8388717015527977,-7.447491164824962,363.5449321337299,-0.008126157407407408,-0.004829305144337516,1.6826763197880625,0.8529539438541522,0.7750156659145483
1971-01-11,3.4,0.4,-6.5,3.3,3.6,0.0,0.002209918578830496,-3.05,0.0030039614951665352,0.7350826319519136,0.7369876003741118,-7.082103550965821,545.3082437843788,0.02437847222222223,0.0016097683814458423,,0.5983380744092771,0.5721813478274449
1971-01-12,4.9,2.4,-5.0,0.6,4.0,0.0,0.00245546508758944,-1.3,0.0034194401162992126,0.7173958808222672,0.7195591214288068,-5.705450131463033,565.3767249301549,0.020315393518518517,0.006439073525783369,3.155018099602609,0.5810603811350922,0.5507798805509895
1971-01-13,3.2,-1.6,-6.6,0.0,4.0,0.1,0.00245546508758944,-4.1,0.0027768329838685694,0.8839833190559178,0.8857321896166267,-5.705450131463033,263.4407799271349,-0.032504629629629626,0.0,,0.687008288289577,0.7355881106936294
1971-01-14,3.4,1.6,-5.0,0.0,4.1,0.5,0.0025168517147791756,-1.7,0.0033202131439766798,0.7574286837527873,0.7595445444797707,-5.380491256783239,482.4106239895546,0.027861111111111104,0.0016097683814458308,,0.6152115486483773,0.5977301294946616
1971-01-15,7.9,2.0,-3.4,0.0,3.8,6.0,0.0023326918332099676,-0.7,0.0035732303314941105,0.6520126207758671,0.6542211583759527,-6.377651608078228,712.2991728028029,0.011608796296296296,-0.004829305144337527,-2.40382331398294,0.6742381706852674,0.5383727551494686
1971-01-16,6.8,3.0,-5.6,0.0,4.1,1.9,0.0025168517147791756,-1.2999999999999998,0.0034194401162992126,0.7353760312151721,0.737548099464527,-5.380491256783239,525.5216528624242,-0.006965277777777776,0.004829305144337527,-1.4422939883897639,0.5320647001005514,0.5410098528047391
1971-01-17,7.0,3.4,-6.2,0.0,4.0,0.0,0.00245546508758944,-1.4000000000000001,0.0033943891659728195,0.7227085043426491,0.7248585303150304,-5.705450131463033,554.6022942984017,-0.0011608796296296332,-0.0016097683814458308,0.7211469941948895,0.49410953440157135,0.5130977152627949
1971-01-18,3.4,-3.4,-7.0,0.0,3.8,0.0,0.0023326918332099676,-5.2,0.0025554147979720554,0.9126389485769415,0.9142312004601367,-6.377651608078228,227.1827879095269,-0.044113425925925924,-0.003219536762891696,,0.7612592013992265,0.7984904719978834
1971-01-19,7.3,4.9,-8.6,0.0,4.2,0.5,0.002578238341968912,-1.8499999999999996,0.003283668879757374,0.7846146998720646,0.7867117982430493,-5.062506039993237,427.19024181467285,0.0388894675925926,0.006439073525783381,,0.3695442104202739,0.48493892272176514
1971-01-20,6.4,9.4,-2.0,0.0,5.8,0.5,0.003560424377004688,3.7,0.004902263461287919,0.725303692412968,0.7284223195938214,-0.7199059657758767,549.8412897702843,0.06442881944444444,0.025756294103133476,2.501478636113497,0.4479342449704144,0.4920526467897278
1971-01-21,3.5,10.5,2.4,0.0,7.3,6.7,0.004481223784850728,6.45,0.005940688995049292,0.7532214122610207,0.7570265911485876,2.472536206007057,496.90908013550217,0.03192418981481481,0.024146525721687646,1.3221028226906166,0.5723569715217589,0.5753179355432868
1971-01-22,3.5,14.0,8.7,0.0,8.9,3.7,0.005463409819886504,11.35,0.008283094120673058,0.6577155858601822,0.6628848906094374,5.291173316667738,759.1149746740724,0.05688310185185185,0.025756294103133476,2.2085126697218262,0.703880215158426,0.5571605699248091
1971-01-23,3.5,10.8,6.2,1.2,9.6,0.0,0.005893116210214655,8.5,0.0068373668427855515,0.8610798249931142,0.8654524388046642,6.385138694618427,265.8601100681933,-0.03308506944444444,0.011268378670120874,-2.9360984763648825,0.7322055478662219,0.7416132146941958
1971-01-24,7.1,15.2,2.1,4.2,8.5,0.1,0.005217863311127559,8.65,0.0069074611898298464,0.7541122323744316,0.7585422077325641,4.631394405840155,503.4976833968098,0.0017413194444444485,-0.017707452195904264,-0.09833822648112052,0.41184044125631397,0.49243426218946834
1971-01-25,8.6,15.9,5.2,0.0,8.6,0.5,0.005279249938317295,10.55,0.007852182167245024,0.6705899817935262,0.6755159533415658,4.798873184768075,720.1688242071673,0.022056712962962965,0.0016097683814458423,,0.48986241264811053,0.47636079282325533
1971-01-26,4.3,12.6,3.8,0.0,8.6,0.1,0.005279249938317295,8.2,0.006699069133057527,0.786932403914227,0.7912404695549198,4.798873184768075,426.3519110967274,-0.027280671296296313,0.0,,0.5499987114637689,0.5898732657164402
1971-01-27,9.0,14.4,-0.2,0.0,6.8,2.9,0.004174290648902048,7.1000000000000005,0.006212971574417096,0.6704915482016088,0.6743824228048496,1.4788649025155827,700.8213836546098,-0.012769675925925912,-0.028975830866025138,0.4407009408968723,0.3674602077302655,0.4148051418524819
1971-01-28,7.3,11.4,4.4,0.9,7.6,2.9,0.004665383666419935,7.9,0.006563259798983217,0.7094779098041312,0.7136459311371876,3.040162441190028,607.3545341874516,0.009287037037037035,0.012878147051566716,0.7211469941948833,0.6208682447069229,0.5641874905081513
1971-01-29,9.6,14.0,0.0,0.0,6.8,0.5,0.004174290648902048,7.0,0.006170374063206809,0.675149261121367,0.6790205445771461,1.4788649025155798,688.3850932387232,-0.010447916666666671,-0.012878147051566716,0.8112903684692442,0.38262532622252055,0.42569571634704506
1971-01-30,7.1,13.8,1.4,0.0,6.7,1.2,0.004112904021712312,7.6000000000000005,0.006429899780155645,0.6381647031392943,0.6421320312511184,1.272393594871237,788.4398695055919,0.006965277777777784,-0.0016097683814458423,-4.326881965169297,0.428828509321158,0.4249187227899318
1971-01-31,6.5,13.4,4.4,0.0,7.6,4.4,0.004665383666419935,8.9,0.00702570310186965,0.662470387395624,0.6668592148386343,3.040162441190028,731.9967038721533,0.015091435185185183,0.014487915433012559,1.0416567693926089,0.5444128847132357,0.4947119487028245
1971-02-01,5.4,13.8,7.2,0.0,8.2,3.7,0.005033703429558351,10.5,0.007825923058401168,0.6414038419374515,0.646247544034925,4.118284482243163,798.16009853949,0.01857407407407407,0.009658610288675054,1.9230586511863519,0.6438845922169308,0.5200497801309613
1971-02-02,4.0,11.2,-1.0,6.6,6.4,4.4,0.003928744140143104,5.1,0.0054087810139683765,0.725284774757685,0.7287284956932315,0.6361624476348816,556.2319406076306,-0.06268750000000001,-0.028975830866025138,2.1634409825846483,0.42746869370957863,0.4814445061106178
1971-02-03,7.3,-0.2,-3.6,4.7,3.8,2.4,0.0023326918332099676,-1.9000000000000001,0.003271567248697052,0.7123486782471129,0.7144145431911136,-6.37765160807823,583.0674207205151,-0.08126157407407407,-0.04185397791759193,1.9415495997554506,0.7783062411483219,0.630824422649613
1971-02-04,4.7,-0.2,-3.6,2.0,4.3,0.0,0.0026396249691586476,-1.9000000000000001,0.003271567248697052,0.8063268345781609,0.8084164567688918,-4.751182923098075,383.527660276692,0.0,0.008048841907229211,0.0,0.7783062411483219,0.7138276361561412
1971-02-05,4.1,0.2,-8.6,0.6,4.0,0.5,0.00245546508758944,-4.2,0.00275602090747656,0.8906773021943252,0.892409522123214,-5.705450131463033,252.6474187306527,-0.026700231481481478,-0.004829305144337516,,0.516116104185153,0.6450282743559499
1971-02-06,4.2,1.2,-3.3,0.0,5.6,0.5,0.003437651122625216,-1.0499999999999998,0.003482788610598281,0.9869951365922027,0.9890974707023814,-1.1996739479059761,36.11354311891498,0.03656770833333334,0.025756294103133476,1.4197581448211742,0.719345689754958,0.8401788453573328
1971-02-07,4.3,3.4,0.5,0.0,6.0,1.2,0.0036831976313841603,1.95,0.0043286345619005144,0.8503401057869542,0.8531025503045311,-0.25459661651064464,274.6969686776709,0.034826388888888886,0.006439073525783381,,0.8129218766628622,0.7696465728941922
1971-02-08,4.9,6.2,0.6,0.0,5.4,1.2,0.0033148778682457443,3.4,0.004799375517194665,0.6896606780310476,0.6926819156047731,-1.6948950223539931,632.863144964462,0.016832754629629628,-0.009658610288675054,-1.7427719026376316,0.6734715865752013,0.5697272227466135
1971-02-09,5.0,7.0,3.4,0.0,6.9,3.7,0.004235677276091784,5.2,0.0054466780572797,0.776716744440284,0.7802118312972423,1.6826629422058341,439.067484601302,0.020895833333333336,0.024146525721687635,0.8653763930338587,0.778455716854417,0.6890061408209278
1971-02-10,4.4,8.4,4.2,0.2,7.6,1.2,0.004665383666419935,6.300000000000001,0.005879379962016398,0.7925484303744236,0.7963262486599857,3.040162441190028,407.6955413579123,0.012769675925925933,0.011268378670120874,1.1332309908776748,0.748546922370792,0.6898096234406115
1971-02-11,10.9,6.7,-3.4,0.0,4.7,1.2,0.002885171477917592,1.6500000000000001,0.004236530304780981,0.6800992999324146,0.6827539247834342,-3.5669710039164975,646.5616436963938,-0.053980902777777784,-0.04668328306192942,1.1563219044848976,0.4851009820081462,0.4790889491643449
1971-02-12,10.8,8.2,-6.0,0.0,4.7,0.0,0.002885171477917592,1.0999999999999996,0.00407218692614737,0.7076631985474537,0.7102374168781102,-3.5669710039164975,578.5466012349303,-0.006384837962962969,0.0,,0.3598523387592871,0.4324221170823399
1971-02-13,10.7,11.2,-5.0,0.0,5.2,0.5,0.0031921046138662715,3.0999999999999996,0.004698410654262727,0.6783742768011606,0.6813191864646393,-2.206672221848731,658.7012988486665,0.023217592592592592,0.0080488419072292,2.8845879767795326,0.31744570074003176,0.39117366121487696
1971-02-14,8.1,13.2,-1.6,0.0,6.0,0.5,0.0036831976313841603,5.8,0.005679053237846393,0.6472591770199937,0.6507760866734563,-0.25459661651064464,753.0641906836581,0.031343750000000004,0.012878147051566763,2.433871105407723,0.3586172570602592,0.3956918858746316
1971-02-15,9.4,13.6,-0.6,0.0,6.4,1.2,0.003928744140143104,6.5,0.005961251102690333,0.6577021127343259,0.6614135038992258,0.6361624476348816,730.2149710156403,0.008126157407407408,0.006439073525783369,1.2620072398410438,0.37593085754503247,0.41120701222632705
1971-02-16,7.2,13.7,7.1,0.0,8.2,1.2,0.005033703429558351,10.399999999999999,0.007773638463084935,0.6457518775600989,0.6505735544287241,4.118284482243163,785.6882727199123,0.04527430555555554,0.028975830866025138,1.5624851540889118,0.6436612636815873,0.5234419865045887
1971-02-17,4.8,9.8,5.8,0.0,9.1,0.8,0.005586183074265976,7.800000000000001,0.00651853622697609,0.8561654528876121,0.8603364995781594,5.61128255667468,274.833626792334,-0.030182870370370346,0.014487915433012604,-2.08331353878521,0.7614392501108886,0.7515484573972151
1971-02-18,4.9,7.2,3.8,18.4,8.1,1.2,0.004972316802368615,5.5,0.005561788040183419,0.8934844481393283,0.8970073750909775,3.9435529930289115,195.04965889292,-0.026700231481481488,-0.016097683814458447,1.6586380866482267,0.789813298128751,0.7978257530170659
1971-02-19,6.7,11.0,1.2,2.2,8.0,0.1,0.00491093017517888,6.1,0.005798508680272293,0.8461744386495498,0.8498873629185107,3.7669019036748455,292.2013636192701,0.006965277777777773,-0.0016097683814458197,-4.326881965169351,0.5080985953577312,0.6098481302504876
1971-02-20,5.0,7.0,3.6,5.4,7.5,1.9,0.0046039970392302,5.3,0.005484810725891066,0.8386657714792174,0.8421797539475252,2.853193376058486,306.05301647306334,-0.009287037037037035,-0.008048841907229211,1.1538351907118112,0.7895136011080623,0.7489197182836173
1971-02-21,5.1,5.0,2.4,3.8,6.6,0.5,0.004051517394522575,3.7,0.004902263461287919,0.8257525513207782,0.8288943636757278,1.0631729584688678,329.0285905076316,-0.01857407407407407,-0.014487915433012604,1.2820391007908993,0.8327074912367664,0.7567535787195455
1971-02-22,5.1,6.2,2.4,2.1,7.3,0.1,0.004481223784850728,4.3,0.005113936232985899,0.8757198939964517,0.878972225408328,2.4725362060070597,228.5361873027243,0.006965277777777773,0.01126837867012092,0.618125995024183,0.7662229139076587,0.7701868011204218
1971-02-23,5.2,5.8,1.9,0.8,7.0,0.1,0.00429706390328152,3.8499999999999996,0.004954438508487775,0.8667434109012994,0.869899791321568,1.8838606023199855,245.6743749975789,-0.005223958333333336,-0.004829305144337527,1.0817204912923235,0.7601148222300956,0.759238767785699
1971-02-24,5.3,3.8,1.2,0.0,6.3,0.5,0.0038673575129533674,2.5,0.0045021251744961225,0.8584597182304945,0.8613299858103146,0.4182028183889426,259.6278722603683,-0.015671875,-0.01126837867012092,1.3907834888044124,0.8312178767036276,0.785668135375381
1971-02-25,5.3,5.1,-1.0,1.4,6.0,0.1,0.0036831976313841603,2.05,0.004359729078731886,0.8442489324849279,0.8470340062957669,-0.25459661651064464,287.14352492813117,-0.005223958333333336,-0.0048293051443375045,1.0817204912923288,0.6470291262423483,0.6831829647124045
1971-02-26,9.6,7.8,-0.4,0.0,6.0,2.4,0.0036831976313841603,3.6999999999999997,0.004902263461287919,0.750406623621909,0.753540330614298,-0.25459661651064464,492.3447036876826,0.019154513888888888,0.0,,0.5612849869602399,0.5672548348866986
1971-02-27,9.6,0.8,-7.6,2.9,2.8,2.4,0.001718825561312608,-3.4,0.0029264794954370885,0.58662507068613,0.588361400419493,-10.302330370143965,899.3380787974626,-0.0824224537037037,-0.05151258820626698,1.6000448933698939,0.5341180487257207,0.4323594755053177
1971-02-28,9.9,-1.2,-8.0,0.1,3.0,1.9,0.0018415988156920801,-4.6,0.0026741548927141767,0.688091313486728,0.68976290561265,-9.427056166724185,664.0259221432508,-0.013930555555555552,0.0032195367628916906,-4.326881965169283,0.5988504204438758,0.5357270869976976
1971-03-01,9.7,-0.6,-8.7,0.0,3.5,0.5,0.00214853195164076,-4.6499999999999995,0.0026640754883724164,0.8060664625613516,0.8077630826749901,-7.447491164824962,417.47526442996144,-0.0005804398148148127,0.008048841907229211,-0.07211469941948795,0.5427667675275838,0.5981920087108958
1971-03-02,8.6,-1.3,-6.4,0.0,3.6,0.5,0.002209918578830496,-3.85,0.002829476818910509,0.7805493787196123,0.7823524168760422,-7.082103550965823,459.07969341163374,0.00928703703703703,0.0016097683814458423,,0.6824130210361561,0.6476032092859262
1971-03-03,5.8,-1.8,-5.0,0.0,4.0,0.5,0.00245546508758944,-3.4,0.0029264794954370885,0.8386546651361113,0.8405162863135615,-5.705450131463033,338.97472479505956,0.005223958333333336,0.006439073525783369,0.8112903684692427,0.7875350763856822,0.7464946662756119
1971-03-04,5.7,-2.0,-9.4,0.2,3.9,1.9,0.002394078460399704,-5.7,0.0024600776331701185,0.9731075319470571,0.9745957562489097,-6.0377170639444575,131.47819868715575,-0.02670023148148148,-0.0016097683814458423,,0.5693944242153183,0.738641866188028
1971-03-05,8.6,-4.0,-8.4,6.2,2.9,0.0,0.001780212188502344,-6.2,0.00236792300830732,0.7513606086123736,0.752861091854987,-9.857965853479625,543.9732429871257,-0.005804398148148148,-0.01609768381445843,0.3605734970974409,0.7144623102463362,0.6373549913804282
