DATE,SRAD,Tmax,Tmin,RAIN,VAPO,WIND,q,Tavg,qsat,RH2,RH,dewpoint,lcl,tendt,tendq,bowen,R2,R1
1971-01-01,4.0,12.4,-0.3,10.3,6.2,2.9,0.0038059708857636322,6.05,0.00577844583842869,0.6573454400113627,0.6609415610283147,0.197153896309778,728.4475517045108,,,,0.41560417964043517,0.43087819124741816
1971-01-02,3.1,1.3,-0.7,0.4,5.9,0.1,0.0036218110041944243,0.30000000000000004,0.0038432569890446923,0.9421712010493866,0.9445516267707963,-0.48550227085271136,97.91388340943885,-0.0667505787037037,-0.004829305144337527,,0.8652135296641299,0.8788531278827743
1971-01-03,4.8,12.0,-2.4,2.4,6.0,3.7,0.0036831976313841603,4.8,0.005296490984892042,0.6942773237712351,0.6976195564981484,-0.25459661651064464,628.9733439323116,0.05223958333333333,0.0016097683814458423,,0.36575338921917594,0.4281007408504631
1971-01-04,5.8,3.6,-3.7,0.9,4.7,0.1,0.002885171477917592,-0.050000000000000044,0.003746752068219949,0.7693806328658903,0.7717748155561389,-3.5669710039164975,437.18271428617743,-0.05630266203703703,-0.020926988958795963,2.6904330168039814,0.588561451659949,0.5944457737004789
1971-01-05,5.4,9.7,-0.7,1.0,6.5,2.9,0.00399013076733284,4.5,0.005186276282983696,0.7684393681624132,0.7717636914582374,0.8511235713975507,454.9762875247421,0.05282002314814815,0.028975830866025176,1.822899346437062,0.4829344046559552,0.5404337859522449
1971-01-06,3.1,5.4,-4.0,1.3,4.1,3.7,0.0025168517147791756,0.7000000000000002,0.003956249837918376,0.6352530616549785,0.6376803220650881,-5.380491256783239,751.7274953072542,-0.044113425925925924,-0.03863444115470024,1.141816074141896,0.5073908824306986,0.4572038817732123
1971-01-07,3.2,-0.6,-3.4,0.3,4.4,2.9,0.002701011596348384,-2.0,0.0032474829888252694,0.831268888092657,0.8333395413403393,-4.446231138911236,335.21596356751866,-0.031343750000000004,0.004829305144337538,,0.8133667617004021,0.7520128109508405
1971-01-08,3.2,0.5,-2.1,0.0,4.4,5.0,0.002701011596348384,-0.8,0.0035471790683252874,0.7608073475594869,0.7630705680656085,-4.446231138911236,464.6235019293413,0.013930555555555554,0.0,,0.8270212899062983,0.6942948676766235
1971-01-09,3.2,-1.6,-4.9,0.0,4.0,5.0,0.00245546508758944,-3.25,0.0029594654432491376,0.8292796564516711,0.8311645970511583,-5.705450131463033,355.15615305025756,-0.02844155092592593,-0.006439073525783369,4.417025339443653,0.7819186638533971,0.7355881106936294
1971-01-10,3.2,-2.5,-4.8,2.4,4.0,2.9,0.00245546508758944,-3.65,0.0028722298498526978,0.8545413652751729,0.856363469831595,-5.705450131463033,312.00222875722847,-0.004643518518518517,0.0,,0.8419573492350185,0.7861081225183341
1971-01-11,3.8,1.1,-4.2,1.7,4.3,0.8,0.0026396249691586476,-1.55,0.003357118869279182,0.7857112436579253,0.7878559415686739,-4.751182923098075,421.27108583666393,0.024378472222222218,0.004829305144337516,,0.677331831498566,0.6497916792714623
1971-01-12,3.3,0.4,-2.3,1.8,4.9,0.1,0.003007944732297064,-0.95,0.0035084189280028028,0.8569201265454894,0.85915112933514,-3.0081064496130354,271.10630756290027,0.006965277777777779,0.009658610288675066,0.7211469941948813,0.8208013870703632,0.7788023900984667
1971-01-13,3.3,0.1,-4.2,0.5,4.3,0.1,0.0026396249691586476,-2.0500000000000003,0.00323550013322203,0.8153447104791303,0.8174102409030911,-4.751182923098075,367.34942326068995,-0.01276967592592593,-0.009658610288675066,1.322102822690616,0.7280516837916757,0.6984492743545455
1971-01-14,3.4,2.9,-4.7,0.0,4.9,5.0,0.003007944732297064,-0.9000000000000001,0.0035212969003944965,0.8537751924084428,0.8560157553722645,-3.0081064496130354,276.50212790932494,0.01335011574074074,0.009658610288675066,1.382198405540189,0.573645825018152,0.6511693270970381
1971-01-15,6.9,3.4,-0.9,0.0,4.1,5.0,0.0025168517147791756,1.25,0.0041164359414582715,0.6104347731897672,0.612925290140184,-5.380491256783239,819.5143414963854,0.02495891203703704,-0.01287814705156675,-1.9380825468987444,0.7342676781966262,0.5259251581443647
1971-01-16,7.2,4.0,-3.6,0.0,4.4,1.2,0.002701011596348384,0.19999999999999996,0.0038154611332270128,0.7071211600831878,0.7095311017915449,-4.446231138911236,575.401657691065,-0.012189236111111112,0.004829305144337538,-2.524014479682082,0.5765251925410877,0.5410599091232186
1971-01-17,7.3,6.4,-5.9,0.0,4.6,0.5,0.0028237848507278555,0.25,0.0038293366334065503,0.7366647589802111,0.7391009045843406,-3.8543717016918086,508.7697926998044,0.0005804398148148153,0.0032195367628916737,0.1802867485487213,0.41011885718158797,0.47867626712544503
1971-01-18,7.0,6.7,-4.4,0.0,5.1,0.1,0.003130717986676535,1.15,0.004086889380442455,0.7653045608273443,0.7679174912684273,-2.469147769937754,449.44887790165836,0.010447916666666666,0.0080488419072292,1.2980645895507896,0.45007238966726454,0.5198624767527997
1971-01-19,6.4,4.9,-4.3,0.0,5.3,0.1,0.0032534912410560075,0.30000000000000027,0.0038432569890446923,0.8460444330058253,0.8484955291330881,-1.9486404932609225,279.60485415459624,-0.009867476851851848,0.003219536762891696,-3.0648747253282367,0.5136520835315878,0.6119467358155608
1971-01-20,5.7,11.4,-2.9,0.0,6.2,0.5,0.0038059708857636322,4.25,0.00509599186505332,0.7458886211456434,0.7491449253625453,0.197153896309778,504.8369129775426,0.04585474537037037,0.014487915433012604,3.1650340300775333,0.36668837794076126,0.46025821594086036
1971-01-21,3.7,11.6,0.2,0.0,7.4,1.2,0.004542610412040464,5.8999999999999995,0.005718626614374194,0.7934149501895285,0.7970887205778805,2.66400368152944,404.51717440857016,0.01915451388888888,0.019317220577350108,0.9915771170179625,0.4543010332772113,0.5421184713359104
1971-01-22,3.6,13.6,3.8,0.0,8.8,0.5,0.005402023192696768,8.7,0.006930967275975428,0.7782058011206144,0.782662059450079,5.128726162235969,447.85053619796184,0.032504629629629626,0.022536757340241794,1.442293988389764,0.5152072286435437,0.5654096418111997
