DATE,std_RAD,std_TMAX,std_TMIN,std_RAIN,std_VAPO,std_WIND,std_q,std_TAVG,std_RH,std_dewpoint,std_lcl,std_tendt,std_tendq,std_bowen,std_R2,std_R1,RAD,TMAX,TMIN,RAIN,VAPO,WIND,q,TAVG,RH,dewpoint,lcl,tendt,tendq,bowen,R2,R1,rolling_mean_RAD,rolling_std_RAD,rolling_mean_TMAX,rolling_std_TMAX,rolling_mean_TMIN,rolling_std_TMIN,rolling_mean_RAIN,rolling_std_RAIN,rolling_mean_VAPO,rolling_std_VAPO,rolling_mean_WIND,rolling_std_WIND,rolling_mean_q,rolling_std_q,rolling_mean_TAVG,rolling_std_TAVG,rolling_mean_RH,rolling_std_RH,rolling_mean_dewpoint,rolling_std_dewpoint,rolling_mean_lcl,rolling_std_lcl,rolling_mean_tendt,rolling_std_tendt,rolling_mean_tendq,rolling_std_tendq,rolling_mean_bowen,rolling_std_bowen,rolling_mean_R2,rolling_std_R2,rolling_mean_R1,rolling_std_R1
1,1.6832132653207448,6.225070742339113,4.55785793608327,3.677699180787876,1.3958271144140069,1.685860740625278,0.0008568511869385763,4.722318310944854,0.15676560338713064,3.8019678142168605,341.08049382912424,3.6918200258374514e-05,1.48479955746603e-05,1.9367329636597208,0.20610964760417655,0.18846778076531157,4.2700000000000005,4.476666666666666,-3.52,2.126666666666667,5.116666666666666,2.616666666666667,0.0031409490912081574,0.4783333333333335,0.7970722430755027,-2.9214419106121947,445.8607255695029,-5.604246487867175e-06,-2.941990490228609e-06,1.0756847053390495,0.6015367787385117,0.6221860575481875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.3745803957454859,5.944309555529054,4.642933080091388,4.993698327743251,1.4881485836086905,1.9753102477111397,0.0009135242230492035,4.583040011512711,0.17005153588990385,4.23598379829646,384.6108548135326,3.9340007146401254e-05,2.3349711309221054e-05,1.845718271633073,0.20292977952537716,0.19738754998505392,3.7866666666666675,4.296666666666667,-3.7199999999999998,1.9566666666666666,5.170000000000001,2.356666666666667,0.0031736886257093515,0.28833333333333344,0.813736916970263,-2.8706233121826736,417.7673406189012,-2.2056712962962963e-06,8.58543136771118e-07,1.545820429692037,0.5993554146318713,0.6367829590527471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.6288349972529024,6.248723087950454,3.6254591465066195,3.162548441317249,1.3436782592450531,1.6213553291762657,0.0008248387636322951,4.368526738165736,0.14733643317898087,3.8727989032867844,359.66536914957584,3.427485144249468e-05,1.1590358045110524e-05,1.916462579985497,0.1983262895228149,0.19578481533765438,4.5,4.936666666666666,-2.9466666666666668,1.4033333333333335,5.093333333333333,2.850000000000001,0.0031266255448638863,0.9949999999999998,0.7633551022909012,-2.9885473495454007,513.5925241592412,8.20354938271605e-06,-1.2341557591084794e-06,1.5576218459320892,0.6058558082362483,0.6025003788054053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.7660397933580483,6.1629930032915565,4.844227516321365,2.477366510548289,1.628693856487744,1.908507872357506,0.0009998002257442654,4.863064227229671,0.13726540578454985,4.743200845879845,313.58370432400415,3.4110811886510194e-05,1.9054541096636916e-05,1.8585931472627983,0.20824841838992483,0.18906245911633376,4.38,4.659999999999999,-3.5966666666666667,1.27,5.033333333333335,2.836666666666667,0.003089793568550046,0.5316666666666668,0.7628481310511234,-3.3783067933821385,508.60662235434086,-5.378742283950616e-06,-9.65861028867505e-07,1.2862325540609043,0.58989149568794,0.5920153293014024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.9512330319127915,6.8049373556112265,5.650323965892596,3.3821726676831547,1.7117712813165866,1.720852501910996,0.0010507986548027803,5.750033483160882,0.14910500217618303,5.546234642668463,377.36045327108457,2.96028949560919e-05,1.6228891063665868e-05,2.0001667585639473,0.1846533173511306,0.1766493067502584,4.760000000000001,4.4799999999999995,-4.093333333333333,1.7233333333333332,4.886666666666667,2.7733333333333334,0.002999759848671765,0.19333333333333336,0.7522015179606214,-3.985104952395416,548.0007161640044,-3.927642746913579e-06,-2.360993626120568e-06,0.8990582052394543,0.5692318792616512,0.5741335449584912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.8489015067356063,6.9192883827846,6.744660723554748,1.913560201216089,1.7834649215604947,1.5615936451726735,0.0010948089624580584,6.377400156695569,0.14288678516299988,6.074960414725249,312.69694410303117,3.725591215625599e-05,1.4608607920576027e-05,2.346687153516935,0.19536326788930605,0.18152238431662157,4.6466666666666665,3.6,-5.229999999999999,0.8966666666666666,4.916666666666667,2.306666666666666,0.0030181758368286868,-0.8149999999999996,0.8011659830587551,-4.0340700527529,439.1218946785655,-1.17055362654321e-05,4.82930514433753e-07,1.2004837281754221,0.5570564574066482,0.6025073840083836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.8552813709831837,6.757848566028934,6.840074611409964,4.042761375623088,1.466425006214288,1.6360486461024908,0.0009001888515818281,6.044814677288182,0.16944417973783002,4.969827091920884,386.94808452170895,3.7486365928361925e-05,1.793724966457018e-05,1.825544761575947,0.22466576350447895,0.21150946887876912,4.9,4.51,-5.260000000000001,1.8433333333333333,4.783333333333334,2.5300000000000002,0.0029363270005757064,-0.37499999999999994,0.7815466721912365,-4.080915388294634,498.2146658918824,5.10787037037037e-06,-2.1463578419277918e-06,1.2722206180911646,0.5391377241330875,0.5772872876626598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1.7977156641681138,5.959210971454095,5.556548378720144,1.7355776805022212,1.6653638586234527,1.44018277894912,0.001022310703245781,5.132882499981926,0.13258063048119675,5.271054348802313,291.87455491007285,3.8895695694055525e-05,1.5881972814617394e-05,1.748760932049705,0.19697315917817415,0.18335343793134673,4.616666666666665,3.7766666666666677,-4.916666666666667,0.7533333333333334,4.863333333333333,2.163333333333333,0.0029854363023274944,-0.5700000000000001,0.7887827543645206,-3.966862478933474,455.84896845673825,-2.2637152777777777e-06,1.2878147051566709e-06,0.9366334179539701,0.5669189598891304,0.5983269593881301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1.8664644800189512,5.751322686450323,5.684983243841499,2.7202941017470885,1.708064038208372,1.591821771343808,0.0010485229032969228,4.943098346621055,0.14544786625987113,5.211066204792732,331.5673921928637,2.665951017646865e-05,1.2229954023437297e-05,1.948165853327023,0.2108699595645247,0.19601003979511422,4.909999999999998,3.323333333333333,-5.0600000000000005,1.1,4.6899999999999995,2.3300000000000005,0.0028790328151986184,-0.8683333333333335,0.7782699468237843,-4.474046872032867,483.15270628130145,-3.463290895061727e-06,-2.7902651945061246e-06,0.54725598258914,0.5848824140707146,0.5994391951675009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2.005395022284213,5.968797218023499,5.225226167903847,2.6803692488806137,1.5064649951489728,1.8450181446324554,0.0009247680503159746,4.969617171129604,0.13985756631767274,4.135387301232598,296.9520636955432,2.9662193336946934e-05,1.5097020585654573e-05,1.3707764384288776,0.19903020136306243,0.17523785494884622,4.633333333333332,4.136666666666668,-4.566666666666666,1.3099999999999998,4.8566666666666665,2.493333333333333,0.0029813438605148456,-0.215,0.7858725780116751,-3.722199201721885,467.52772420681106,7.584413580246913e-06,2.6829473024097357e-06,1.4697812847429585,0.5669084653369734,0.5952926239618518,4.540333333333333,0.3347431298219021,4.219666666666667,0.5079988577803817,-4.291000000000001,0.8251854262251128,1.4383333333333335,0.46077832703662047,4.941,0.15619748500212044,2.525666666666667,0.2400671202439484,0.0030331132494448554,9.588436779799522e-05,-0.035666666666666624,0.6270980587664436,0.7824851845798384,0.019081353675023997,-3.642211831185359,0.5655986181530082,477.7693888381289,39.876329242414435,-1.365301191996594e-06,6.386092516949583e-06,-7.127388281987801e-07,1.9386445299874443e-06,1.1790792771816192,0.3214549216056212,0.5780775397392777,0.021721200353884824,0.600047171985476,0.018653842509709143
