DATE,std_SRAD,std_TMAX,std_TMIN,std_RAIN,std_VAPO,std_WIND,std_q,std_TAVG,std_RH,std_dewpoint,std_lcl,std_tendt,std_tendq,std_bowen,std_R2,std_R1,SRAD,TMAX,TMIN,RAIN,VAPO,WIND,q,TAVG,RH,dewpoint,lcl,tendt,tendq,bowen,R2,R1,rolling_mean_SRAD,rolling_std_SRAD,rolling_mean_TMAX,rolling_std_TMAX,rolling_mean_TMIN,rolling_std_TMIN,rolling_mean_RAIN,rolling_std_RAIN,rolling_mean_VAPO,rolling_std_VAPO,rolling_mean_WIND,rolling_std_WIND,rolling_mean_q,rolling_std_q,rolling_mean_TAVG,rolling_std_TAVG,rolling_mean_RH,rolling_std_RH,rolling_mean_dewpoint,rolling_std_dewpoint,rolling_mean_lcl,rolling_std_lcl,rolling_mean_tendt,rolling_std_tendt,rolling_mean_tendq,rolling_std_tendq,rolling_mean_bowen,rolling_std_bowen,rolling_mean_R2,rolling_std_R2,rolling_mean_R1,rolling_std_R1
1,1.3436269323489065,5.481739802687447,4.21842700977291,5.124850432356341,1.5911248099754904,1.8019019326013956,0.0009767378552230496,4.511376424261148,0.14388596385721342,3.913837319922349,350.0607454954432,3.2786922218925745e-05,1.5243575932782398e-05,2.0431218163127083,0.15906189750845467,0.16829444882356345,3.9533333333333327,5.1866666666666665,-0.8266666666666667,2.493333333333333,5.526666666666668,2.6933333333333342,0.003392634262686076,2.1800000000000006,0.7581744266997653,-1.9193144688983061,520.2988443657346,2.1616379310344817e-06,-1.276712854250147e-06,1.1957125208273545,0.6737334925212706,0.6269428546940254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.5681308882738778,5.358105901396006,3.8280888662380987,4.103551867715879,1.578679791806265,1.9411129643145149,0.0009690982783158123,4.346667371835498,0.13542330410358477,4.0869535887693,328.3374617663065,4.264946436547251e-05,1.968804046875026e-05,1.8959350098993129,0.14712198966046477,0.15653259993163632,3.8599999999999985,4.436666666666666,-0.8566666666666667,2.55,5.453333333333332,2.603333333333334,0.0033476174027469363,1.7899999999999994,0.765485994875821,-2.128205803542857,500.93965770725896,-4.527430555555557e-06,-1.1804968130602854e-06,0.5045473196325165,0.7039442655033414,0.6464684679503722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.7562891914881018,5.928347058883674,3.6860111449803754,2.5473651025161748,1.4715891793036797,1.8225566229004135,0.0009033589632636455,4.682071454329619,0.10085184954728055,3.9956690353603874,238.87350061049622,2.802516943185017e-05,1.8218091671798395e-05,2.165285738693454,0.1378840497847685,0.12853618138756598,4.26,4.9433333333333325,-0.9233333333333332,1.3699999999999999,5.383333333333334,3.036666666666668,0.003304646763714121,2.01,0.7404539204536724,-2.273598536748339,548.4781598733241,2.553935185185184e-06,-1.1268378670120935e-06,0.7360101404058249,0.6755128441244881,0.6119685838376242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.5962743980979548,5.5434915757647465,4.428180394834361,1.9535290788900395,1.7992623009406399,2.1754006104834933,0.0011045064408438962,4.77231118253918,0.1144687050288558,4.687367053925594,261.8835693895817,2.5554964974124623e-05,1.7019044501576995e-05,1.5883655226438678,0.13946271476465305,0.14806353252048865,4.146666666666666,4.973333333333331,-1.086666666666667,0.9600000000000002,5.47,2.773333333333334,0.0033578485072785587,1.943333333333333,0.745836074373426,-2.245907380388387,538.1332123477146,-7.739197530864196e-07,1.395132597253061e-06,1.181242487742374,0.6646699922444144,0.6131189099033955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.9406243810963903,4.860515322000569,4.637043499234517,6.493264414654674,1.9066851538369067,1.3830501025656652,0.0011704497070679062,4.555688625287587,0.13088098555214248,5.2813968622770915,304.7796540384007,2.8834201354035044e-05,2.3148377452946454e-05,2.1829543956664623,0.12864682302564998,0.14944790551006484,4.6866666666666665,4.076666666666666,-1.6700000000000004,2.8400000000000003,5.28,2.460000000000001,0.0032412139156180607,1.203333333333333,0.7512914956737675,-2.8951857123960685,527.5483061412644,-8.590509259259262e-06,-3.058559924747093e-06,0.8328994742368188,0.6735696547340119,0.6210334965396347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.5515250191529208,6.685462010874835,5.534344181313752,3.4568954911570016,1.868603264719277,1.0922085607748573,0.0011470725197684584,5.949620870756987,0.10785220407719334,5.142519523861497,250.99774374683088,3.258456816985476e-05,1.703478846371753e-05,1.9031677897493096,0.13906140598269973,0.14074706634488568,4.196666666666668,4.033333333333333,-1.4999999999999998,1.5233333333333334,5.426666666666667,2.113333333333333,0.0033312476354963407,1.2666666666666666,0.770658982001867,-2.4715439608826446,491.8968014927239,7.352237654320971e-07,2.3609936261205682e-06,1.261154318155828,0.6878791989721533,0.6437115431044043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.8926992219651768,7.433657536355578,5.018839221018818,2.4463554877437157,1.585527215699604,1.4275451157393466,0.0009733016808933171,5.9976070419697445,0.14308446859093643,4.317337751957155,372.1275220649993,2.9694116319536896e-05,1.988920938636795e-05,1.8092783777313883,0.17683024265297248,0.1683072821873038,4.290000000000001,4.093333333333333,-1.4566666666666668,1.25,5.23,2.3266666666666667,0.0032105206020231927,1.3183333333333336,0.7615393663099876,-2.7562015100347312,530.6779621166423,5.99787808641975e-07,-3.1658778168434932e-06,0.970852480259961,0.7009487273336841,0.6425782253708543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1.6003016956940899,6.388552981341102,5.314478164497389,2.420328181414068,2.011429982552871,1.4442115933743163,0.0012347490245723028,5.711705061769531,0.08927614171627021,5.349356947841113,202.5300001342839,3.3481794449143285e-05,1.5041280469380997e-05,2.091297685946706,0.13640431575802667,0.12177414355518401,3.9200000000000013,2.8866666666666663,-1.7333333333333332,1.1833333333333333,5.336666666666665,2.3333333333333335,0.0032759996710255775,0.5766666666666665,0.7875669606640358,-2.7816054150024674,446.05943949652635,-8.609857253086419e-06,1.7170862735422336e-06,0.44502910888666086,0.7311956801153766,0.6754092440560189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1.7155442151174618,6.295095701024526,5.592216470905902,2.280491981604171,1.9633451397884767,1.5856975694025626,0.0012052313614097532,5.747120468387705,0.11943244539753725,5.545950089305439,267.35584179554877,2.3349659003763783e-05,1.168441899124865e-05,1.450817268166164,0.14047787305515072,0.14690642889224922,4.536666666666667,2.9733333333333336,-2.3766666666666665,0.9066666666666666,5.209999999999998,2.506666666666667,0.0031982432765852455,0.2983333333333336,0.7852138910998531,-3.1533269124222323,457.8268244841357,-3.2311149691358004e-06,-2.0390399498314016e-06,1.1869510197873394,0.6953519234342311,0.6586550155688459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.7953451946119143,5.631169413675746,4.843577332851241,2.751893809766264,1.8228593176529078,1.7897665679680388,0.0011189918535209557,5.102817848992848,0.09862615583077927,4.763893991899037,221.31248509117427,2.7225780196590785e-05,1.3756682101050008e-05,2.02838499402917,0.1234888846880982,0.1254141203820723,4.453333333333332,3.5399999999999996,-1.7899999999999996,1.1533333333333333,5.283333333333332,2.3533333333333335,0.0032432601365243855,0.8750000000000001,0.7740427931010097,-2.7499358462965726,474.41075534765326,6.694405864197529e-06,1.1804968130602869e-06,0.23776574463257866,0.692570829138213,0.6477302905416963,4.230333333333333,0.2737731330774838,4.114333333333333,0.8045872341045126,-1.422,0.4997411675736764,1.623,0.7209226769722531,5.359999999999999,0.1084230397819374,2.5200000000000005,0.2660966129198335,0.003290323217369849,6.655724721871682e-05,1.3461666666666665,0.6350090161700728,0.7640263905253205,0.015771549357035276,-2.5374825546612607,0.3899322123595456,503.6269963372978,35.267749641331335,-1.298784123563219e-06,4.93857160151239e-06,-5.193815915768364e-07,2.027413748928212e-06,0.8552164614567257,0.36478481931732337,0.6899376608121186,0.019542417973782124,0.6387616631566873,0.020404469147669538
