DATE,SRAD,TMAX,TMIN,RAIN,VAPO,WIND,q,TAVG,RH,dewpoint,lcl,tendt,tendq,bowen,R2,R1
1971001,4.0,9.7,4.3,23.4,8.2,2.4,0.005033703429558351,7.0,0.814853810858668,4.049129022620827,369.60711769533077,,,,0.6905209242215824,0.6784765379883336
1971002,3.2,8.4,3.0,2.0,8.8,2.4,0.005402023192696768,5.7,0.9576236188922426,5.076602173160816,78.27813384166583,-1.509143518518518e-05,9.658610288675076e-06,-1.562485154088907,0.687850945841633,0.795833774126205
1971003,4.2,11.0,3.2,9.3,7.1,6.0,0.004358450530471255,7.1,0.70020154724217,2.0040387094230674,635.928500985257,1.6252314814814808e-05,-2.736606248457934e-05,-0.5938857599251962,0.5859438282853334,0.5382170434052796
1971004,3.8,8.6,3.0,17.1,7.2,1.9,0.004419837157660992,5.8,0.7772857085193953,2.2130552676066966,448.0499561805238,-1.509143518518518e-05,1.609768381445865e-06,,0.6785928932556132,0.6416984228053031
1971005,3.3,6.1,3.6,1.0,7.8,0.8,0.004788156920799408,4.85,0.9003888986303001,3.354921824378445,187.21654271503616,-1.1028356481481482e-05,9.658610288675054e-06,-1.1418160741418968,0.8399568939760178,0.8255611488673567
1971006,3.3,7.0,2.0,2.3,7.5,0.8,0.0046039970392302,4.5,0.8872076180891865,2.8010118219160876,212.57398301438792,-4.0630787037036985e-06,-4.829305144337527e-06,0.841338159894028,0.7048140041157019,0.7461536674832495
1971007,3.3,2.2,-0.2,0.0,5.0,1.9,0.0030693313594867995,1.0,0.7584447870975425,-2.7820205520483086,469.4666024210402,-4.063078703703703e-05,-4.024420953614608e-05,1.0096057918728343,0.8413541383643779,0.6959811692877377
1971008,3.3,0.8,-1.0,0.0,5.1,1.9,0.003130717986676535,-0.09999999999999998,0.8381211177864785,-2.507472177873988,300.91661916923766,-1.2769675925925925e-05,1.6097683814458311e-06,,0.877455302527204,0.7852794834293196
1971009,3.4,1.4,-1.4,0.0,4.4,8.6,0.002701011596348384,0.0,0.7175137485847155,-4.490234263332981,556.2541242575177,1.1608796296296293e-06,-1.1268378670120874e-05,-0.10302099917069762,0.816120245490798,0.6485761690186018
1971010,3.4,-0.2,-3.5,0.9,4.3,4.4,0.0026396249691586476,-1.85,0.8033454443908936,-4.785723963388623,393.1679449782859,-2.1476273148148145e-05,-1.6097683814458538e-06,,0.7841442975540933,0.7119686397854913
1971011,3.4,-0.4,-3.6,0.0,4.2,0.8,0.002578238341968912,-2.0,0.7933862682108263,-5.097000571938844,415.25436663141033,-1.7413194444444432e-06,-1.6097683814458311e-06,1.08172049129233,0.7897127331469602,0.7056005270441899
1971012,3.5,1.5,-1.2,0.0,5.2,1.2,0.0031921046138662715,0.15000000000000002,0.8391538389999428,-2.2457388463207746,297.7697567894333,2.4958912037037033e-05,1.609768381445841e-05,1.5504660375189974,0.8222629677058115,0.7613465829964013
1971013,3.5,0.7,-1.7,3.9,5.3,0.8,0.0032534912410560075,-0.5,0.8969707042946478,-1.983118782209719,192.79734707787028,-7.545717592592592e-06,1.6097683814458424e-06,-4.687455462266733,0.8395561875858774,0.822224992850802
1971014,3.5,2.4,-2.7,0.5,5.5,0.5,0.0033762644954354803,-0.15000000000000013,0.9073882598254567,-1.4802863882522985,168.2026359954437,4.063078703703702e-06,3.2195367628917076e-06,1.262007239841034,0.6903286943828116,0.7553780552913812
1971015,3.8,3.8,0.0,0.0,5.7,0.8,0.0034990377498149523,1.9,0.8105838883589,-1.004444179662609,361.44742196495645,2.3798032407407404e-05,3.2195367628916847e-06,,0.762222800541957,0.7084275190263827
1971016,3.6,1.9,-0.2,0.0,5.2,1.9,0.0031921046138662715,0.85,0.7975039430426897,-2.250046192477712,385.17786479756666,-1.2189236111111109e-05,-8.048841907229235e-06,1.5144086878092478,0.8595600689186353,0.7396259945862624
1971017,3.6,0.6,-2.0,0.0,4.8,1.9,0.0029465581051073275,-0.7,0.8241019606402753,-3.3220428386198333,336.8611365193628,-1.7993634259259255e-05,-6.439073525783369e-06,2.7944446025051675,0.8271506608501021,0.7498836630340147
1971018,3.6,-0.2,-2.0,0.0,4.9,1.9,0.003007944732297064,-1.1,0.8664320973464064,-3.042222011088873,259.1347481137308,-4.64351851851852e-06,1.6097683814458538e-06,-2.8845879767795086,0.8765074049920031,0.8113693498610183
1971019,3.7,0.3,-2.0,0.0,5.3,0.8,0.0032534912410560075,-0.85,0.9203099318981562,-1.9811188093005476,154.75668315548907,2.902199074074075e-06,6.4390735257833576e-06,0.4507168713718023,0.8452873621519917,0.8464655201330717
