DATE,SRAD,TMAX,TMIN,RAIN,VAPO,WIND,q,TAVG,RH,dewpoint,lcl,tendt,tendq,bowen,R2,R1
1971001,5.5,10.5,5.5,39.9,7.4,2.4,0.004542610412040464,8.0,0.6859880285455514,2.5787787590662545,676.9266338244726,,,,0.7116624613705074,0.5796792973441857
1971002,3.2,10.9,3.0,0.7,7.6,1.9,0.004665383666419935,6.95,0.7575700025758119,2.966864742361097,497.9408148423922,-1.2189236111111109e-05,3.2195367628916623e-06,-3.786021719523157,0.5815626616358816,0.5801995310995988
1971003,4.4,11.2,2.6,0.3,7.8,4.4,0.004788156920799408,6.8999999999999995,0.7803006520682707,3.336369404092184,445.8029381552179,-5.80439814814823e-07,3.2195367628917076e-06,-0.1802867485487218,0.5541454765266941,0.5838149061624113
1971004,4.8,9.6,2.3,0.1,6.3,2.9,0.0038673575129533674,5.949999999999999,0.6726652747353006,0.34452602806587657,697.8671894685632,-1.1028356481481482e-05,-2.4146525721687658e-05,0.4567264296567583,0.6035806778229846,0.5245306059142665
1971005,3.5,10.0,1.5,0.8,7.2,2.4,0.004419837157660992,5.75,0.7800062201887135,2.2135005999181097,441.7593505238049,-2.321759259259251e-06,1.4487915433012604e-05,-0.16025488759886186,0.5549608286980438,0.5839955557782378
1971006,3.3,8.2,-3.0,0.0,5.8,4.4,0.003560424377004688,2.5999999999999996,0.7844486096796461,-0.7705527317612123,419.4802533562335,-3.656770833333334e-05,-2.2536757340241805e-05,1.622580736938484,0.45109500741709324,0.5316576528049675
1971007,3.3,-1.0,-3.8,2.7,4.4,3.7,0.002701011596348384,-2.4,0.856337253406329,-4.477244037206303,295.87785118582735,-5.8043981481481476e-05,-2.253675734024179e-05,2.575524979267436,0.8128089612456446,0.7725034274286912
1971008,3.3,1.3,-2.0,0.0,4.6,1.9,0.0028237848507278555,-0.35,0.7696641879622926,-3.894916843750669,445.2605419853629,2.3798032407407404e-05,3.219536762891673e-06,,0.7864932113100096,0.6831289213044077
1971009,3.3,-1.4,-5.2,0.0,4.1,4.4,0.0025168517147791756,-3.3,0.853254013518223,-5.409362519604834,313.40695612571,-3.4245949074074066e-05,-8.048841907229211e-06,4.254767265749804,0.7532182269131654,0.7413538255654526
1971010,3.4,0.3,-5.1,0.7,3.8,6.0,0.0023326918332099676,-2.4,0.7392909586422896,-6.412989440274344,533.5188120141624,1.0447916666666665e-05,-4.829305144337527e-06,-2.1634409825846457,0.6704871223446588,0.6067121800927034
1971011,3.4,-1.2,-5.7,0.4,4.0,2.9,0.00245546508758944,-3.45,0.8418056779503604,-5.734355922192125,337.12835371339656,-1.2189236111111114e-05,3.219536762891696e-06,-3.7860217195231183,0.7145990618485067,0.7127332363493454
