DATE,SRAD,TMAX,TMIN,RAIN,VAPO,WIND,q,TAVG,RH,lcl,tendt,tendq,bowen,R2,R1
1971001,2.8,10.8,-1.9,10.9,4.6,4.4,0.028237848507278555,6.3500000000000005,4.896299013382845,-3407.2457163790755,,,,0.41090321244751493,3.6223774937108564
1971002,2.8,-1.6,-4.8,1.9,3.8,1.9,0.02332691833209968,1.5999999999999999,5.634035561766412,-3563.7648846785137,-5.514178240740742e-05,-0.0001287814705156673,0.42818102780321166,0.7878481319138884,7.10678214834731
1971003,2.9,-3.2,-6.3,5.0,3.2,2.4,0.01964372070071552,1.5499999999999998,4.743702125579078,-3144.8522806098917,-5.804398148148153e-07,-9.658610288675055e-05,0.006009558284957355,0.7913563171185514,6.711958082591257
1971004,3.6,1.0,-8.2,0.0,3.6,0.1,0.02209918578830496,4.6,4.304325073967912,-3020.3012096173156,3.5406828703703695e-05,6.439073525783369e-05,0.5498745830735975,0.5025530642897328,5.5564994002393915
1971005,2.9,2.5,-5.2,0.8,4.4,2.4,0.027010115963483843,3.85,5.575279547005451,-3634.3859689270826,-8.706597222222215e-06,0.00012878147051566748,-0.06760753070577011,0.5682724152621789,6.133727510300951
1971006,2.9,-4.0,-5.8,10.8,3.8,2.4,0.02332691833209968,0.8999999999999999,5.926533202796891,-3659.2908015165704,-3.424594907407407e-05,-9.658610288675063e-05,0.3545639388124834,0.8728058883844728,8.496240763907512
1971007,2.9,-1.9,-4.4,0.9,4.4,0.5,0.027010115963483843,1.2500000000000002,6.715917107910332,-3992.6307350382003,4.063078703703707e-06,9.658610288675063e-05,0.04206690799470145,0.8301006732461538,8.445946629673486
1971008,3.8,2.1,-3.6,0.0,4.5,1.2,0.0276239822353812,2.85,6.126372532927606,-3831.6855675767465,1.8574074074074073e-05,1.609768381445833e-05,1.1538351907118178,0.659516942600807,6.461996038134529
1971009,3.0,-3.6,-7.4,0.0,4.0,2.4,0.0245546508758944,1.9000000000000001,5.811093762648143,-3653.9149749005346,-1.102835648148148e-05,-8.048841907229212e-05,0.13701792889702757,0.749263790633886,8.686226262048617
1971010,3.0,-3.7,-6.5,1.1,3.8,0.8,0.02332691833209968,1.4,5.715942325996162,-3591.052239604253,-5.80439814814815e-06,-3.2195367628916844e-05,0.1802867485487206,0.8089804293204066,8.30544669648256
1971011,3.0,1.7,-5.0,0.2,5.1,1.9,0.03130717986676535,3.35,6.725562569980362,-4102.122396350032,2.2637152777777778e-05,0.00020926988958795933,0.1081720491292324,0.6108227817124876,7.5625383337925545
1971012,4.5,0.7,-4.4,0.2,4.7,0.1,0.02885171477917592,2.5500000000000003,6.545668733191253,-3989.794974011129,-9.287037037037035e-06,-6.439073525783351e-05,0.14422939883897679,0.6867255955095642,7.472875585576255
